#seq_id	start_pos	end_pos	seq_len	action	div	agg_cont_cov	top_tax_name	sample
ctg17774	1	12694	12694	EXCLUDE	anml:insects	30	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22429	1	50213	50213	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg19403	1	18592	18592	EXCLUDE	prok:a-proteobacteria	98	Brevundimonas pondensis	Quesada_SQIIe_Phumuli
ctg19290	1	17288	17288	EXCLUDE	prok:a-proteobacteria	100	Devosia ginsengisoli	Quesada_SQIIe_Phumuli
ctg21967	1	36128	36128	EXCLUDE	prok:a-proteobacteria	100	Brucella thiophenivorans	Quesada_SQIIe_Phumuli
ctg18340	1	13394	13394	EXCLUDE	prok:CFB group bacteria	100	Pedobacter fastidiosus	Quesada_SQIIe_Phumuli
ctg22946	1	101656	101656	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19021	1	11420	11420	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg17359	1	8782	8782	EXCLUDE	prok:a-proteobacteria	80	Brevundimonas intermedia	Quesada_SQIIe_Phumuli
ctg19260	1	15769	15769	EXCLUDE	anml:insects	37	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22340	1	49103	49103	EXCLUDE	prok:g-proteobacteria	96	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg18310	1	11167	11167	EXCLUDE	prok:g-proteobacteria	100	Stenotrophomonas rhizophila	Quesada_SQIIe_Phumuli
ctg22741	1	84763	84763	EXCLUDE	prok:g-proteobacteria	89	Acinetobacter lwoffii	Quesada_SQIIe_Phumuli
ctg17370	1	10072	10072	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp.	Quesada_SQIIe_Phumuli
ctg17388	1	11520	11520	EXCLUDE	plnt:plants	61	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg19271	1	17869	17869	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_Phumuli
ctg21678	1	32953	32953	EXCLUDE	prok:b-proteobacteria	77	Simplicispira suum	Quesada_SQIIe_Phumuli
ctg19348	1	17069	17069	EXCLUDE	prok:high GC Gram+	45	Microbacterium paraoxydans	Quesada_SQIIe_Phumuli
ctg19808	1	15210	15210	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax soli	Quesada_SQIIe_Phumuli
ctg19001	1	18033	18033	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis terrae	Quesada_SQIIe_Phumuli
ctg22400	1	45367	45367	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22431	1	38916	38916	EXCLUDE	prok:g-proteobacteria	100	Stenotrophomonas rhizophila	Quesada_SQIIe_Phumuli
ctg21997	1	36862	36862	EXCLUDE	prok:b-proteobacteria	95	Acidovorax sp. SCN 65-28	Quesada_SQIIe_Phumuli
ctg18935	1	13878	13878	EXCLUDE	prok:b-proteobacteria	100	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg17422	1	16902	16902	EXCLUDE	prok:CFB group bacteria	100	Pedobacter borealis	Quesada_SQIIe_Phumuli
ctg22254	1	40114	40114	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas bullata	Quesada_SQIIe_Phumuli
ctg22493	1	50936	50936	EXCLUDE	fung:ascomycetes	91	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18306	1	14109	14109	EXCLUDE	prok:a-proteobacteria	19	Brevundimonas bullata	Quesada_SQIIe_Phumuli
ctg22437	1	46478	46478	EXCLUDE	fung:ascomycetes	77	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22771	1	66581	66581	EXCLUDE	prok:b-proteobacteria	70	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg22337	1	46813	46813	EXCLUDE	prok:b-proteobacteria	100	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg22453	1	48707	48707	EXCLUDE	prok:high GC Gram+	79	Microbacterium liquefaciens	Quesada_SQIIe_Phumuli
ctg18654	1	15840	15840	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7838	Quesada_SQIIe_Phumuli
ctg22281	1	45886	45886	EXCLUDE	prok:b-proteobacteria	55	Methylophilus medardicus	Quesada_SQIIe_Phumuli
ctg19296	1	15265	15265	EXCLUDE	prok:a-proteobacteria	93	Sphingobium limneticum	Quesada_SQIIe_Phumuli
ctg22397	1	44869	44869	EXCLUDE	prok:a-proteobacteria	84	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg18924	1	14268	14268	EXCLUDE	prok:a-proteobacteria	70	Devosia equisanguinis	Quesada_SQIIe_Phumuli
ctg21688	1	36281	36281	EXCLUDE	prok:a-proteobacteria	94	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg18968	1	15316	15316	EXCLUDE	prok:a-proteobacteria	100	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg17442	1	12558	12558	EXCLUDE	anml:insects	62	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22454	1	55277	55277	EXCLUDE	prok:g-proteobacteria	96	Acinetobacter albensis	Quesada_SQIIe_Phumuli
ctg18999	1	16481	16481	EXCLUDE	prok:g-proteobacteria	96	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg22395	1	48910	48910	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg17445	1	13680	13680	EXCLUDE	prok:verrucomicrobia	62	Luteolibacter yonseiensis	Quesada_SQIIe_Phumuli
ctg18308	1	8622	8622	EXCLUDE	prok:a-proteobacteria	100	Brucella thiophenivorans	Quesada_SQIIe_Phumuli
ctg17386	1	10472	10472	EXCLUDE	anml:insects	20	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19287	1	18204	18204	EXCLUDE	prok:CFB group bacteria	88	Dyadobacter beijingensis	Quesada_SQIIe_Phumuli
ctg18940	1	17134	17134	EXCLUDE	prok:a-proteobacteria	96	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg21188	1	30478	30478	EXCLUDE	prok:g-proteobacteria	91	Luteimonas fraxinea	Quesada_SQIIe_Phumuli
ctg19806	1	14721	14721	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg19280	1	17291	17291	EXCLUDE	anml:insects	31	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18363	1	11389	11389	EXCLUDE	prok:b-proteobacteria	94	Pseudacidovorax sp.	Quesada_SQIIe_Phumuli
ctg22298	1	40125	40125	EXCLUDE	prok:a-proteobacteria	97	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg18938	1	13513	13513	EXCLUDE	prok:high GC Gram+	100	Pseudoclavibacter terrae	Quesada_SQIIe_Phumuli
ctg18304	1	16872	16872	EXCLUDE	prok:CFB group bacteria	100	Leadbetterella sp. UBA7673	Quesada_SQIIe_Phumuli
ctg22332	1	44342	44342	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22327	1	39499	39499	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18651	1	14968	14968	EXCLUDE	prok:CFB group bacteria	100	Pedobacter helvus	Quesada_SQIIe_Phumuli
ctg22471	1	52830	52830	EXCLUDE	prok:CFB group bacteria	92	Pedobacter ginsenosidimutans	Quesada_SQIIe_Phumuli
ctg18420	1	10082	10082	EXCLUDE	prok:g-proteobacteria	50	Pseudomonas simiae	Quesada_SQIIe_Phumuli
ctg22448	1	51561	51561	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg17318	1	14579	14579	EXCLUDE	prok:g-proteobacteria	60	Cellvibrio mixtus	Quesada_SQIIe_Phumuli
ctg19011	1	12222	12222	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas alloputida	Quesada_SQIIe_Phumuli
ctg22412	1	55149	55149	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg21986	1	37502	37502	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_Phumuli
ctg17375	1	12334	12334	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg18937	1	12428	12428	EXCLUDE	anml:insects	43	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22441	1	52268	52268	EXCLUDE	fung:ascomycetes	50	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22048	1	46618	46618	EXCLUDE	prok:CFB group bacteria	72	Pedobacter soli	Quesada_SQIIe_Phumuli
ctg18650	1	12399	12399	EXCLUDE	prok:g-proteobacteria	100	Luteimonas fraxinea	Quesada_SQIIe_Phumuli
ctg22357	1	42117	42117	EXCLUDE	prok:g-proteobacteria	86	Luteimonas fraxinea	Quesada_SQIIe_Phumuli
ctg22393	1	44317	44317	EXCLUDE	prok:a-proteobacteria	91	Novosphingobium sp.	Quesada_SQIIe_Phumuli
ctg22388	1	46108	46108	EXCLUDE	prok:g-proteobacteria	65	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg19393	1	16727	16727	EXCLUDE	prok:a-proteobacteria	62	Agrobacterium cavarae	Quesada_SQIIe_Phumuli
ctg22450	1	56926	56926	EXCLUDE	fung:ascomycetes	35	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg23195	1	384800	384800	EXCLUDE	prok:a-proteobacteria	99	Agrobacterium cavarae	Quesada_SQIIe_Phumuli
ctg17441	1	8854	8854	EXCLUDE	prok:high GC Gram+	100	Pseudoclavibacter helvolus	Quesada_SQIIe_Phumuli
ctg18990	1	13475	13475	EXCLUDE	plnt:plants	60	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18384	1	16055	16055	EXCLUDE	anml:insects	58	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17400	1	13006	13006	EXCLUDE	plnt:plants	21	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg17436	1	12437	12437	EXCLUDE	plnt:plants	76	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18302	1	11404	11404	EXCLUDE	prok:b-proteobacteria	96	Pseudorhodoferax soli	Quesada_SQIIe_Phumuli
ctg22502	1	48894	48894	EXCLUDE	fung:ascomycetes	94	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg23165	1	322468	322468	EXCLUDE	prok:a-proteobacteria	98	Agrobacterium cavarae	Quesada_SQIIe_Phumuli
ctg23196	1	457923	457923	EXCLUDE	prok:CFB group bacteria	97	Flavobacterium panacis	Quesada_SQIIe_Phumuli
ctg22017	1	37436	37436	EXCLUDE	prok:b-proteobacteria	87	Acidovorax radicis	Quesada_SQIIe_Phumuli
ctg19032	1	15149	15149	EXCLUDE	anml:insects	46	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18359	1	8794	8794	EXCLUDE	prok:high GC Gram+	100	Nocardioides zeae	Quesada_SQIIe_Phumuli
ctg22762	1	77891	77891	EXCLUDE	prok:CFB group bacteria	97	Sphingobacterium griseoflavum	Quesada_SQIIe_Phumuli
ctg21696	1	33944	33944	EXCLUDE	prok:a-proteobacteria	55	Bosea robiniae	Quesada_SQIIe_Phumuli
ctg18298	1	14960	14960	EXCLUDE	prok:b-proteobacteria	87	Pseudacidovorax sp.	Quesada_SQIIe_Phumuli
ctg21753	1	26677	26677	EXCLUDE	plnt:plants	60	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg22791	1	75369	75369	EXCLUDE	prok:CFB group bacteria	85	Sphingobacterium griseoflavum	Quesada_SQIIe_Phumuli
ctg19434	1	17674	17674	EXCLUDE	prok:CFB group bacteria	100	Leadbetterella sp. UBA7673	Quesada_SQIIe_Phumuli
ctg18378	1	16520	16520	REVIEW	anml:insects	13	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19390	1	16603	16603	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22324	1	47842	47842	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22789	1	80241	80241	EXCLUDE	prok:CFB group bacteria	88	Sphingobacterium griseoflavum	Quesada_SQIIe_Phumuli
ctg17361	1	9898	9898	EXCLUDE	prok:a-proteobacteria	100	Sphingobium scionense	Quesada_SQIIe_Phumuli
ctg22039	1	35360	35360	EXCLUDE	fung:ascomycetes	96	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg21980	1	36441	36441	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22427	1	49290	49290	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19319	1	17327	17327	EXCLUDE	prok:a-proteobacteria	100	Agrobacterium fabacearum	Quesada_SQIIe_Phumuli
ctg21775	1	30823	30823	EXCLUDE	prok:g-proteobacteria	95	Luteimonas fraxinea	Quesada_SQIIe_Phumuli
ctg19376	1	17166	17166	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22759	1	70141	70141	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas reactans	Quesada_SQIIe_Phumuli
ctg19258	1	19957	19957	EXCLUDE	anml:insects	56	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19276	1	14230	14230	EXCLUDE	plnt:plants	28	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg22035	1	36717	36717	EXCLUDE	prok:b-proteobacteria	86	Pseudorhodoferax soli	Quesada_SQIIe_Phumuli
ctg18300	1	16232	16232	EXCLUDE	prok:b-proteobacteria	73	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg20874	1	28154	28154	EXCLUDE	prok:g-proteobacteria	73	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg22408	1	39655	39655	EXCLUDE	prok:g-proteobacteria	43	Stenotrophomonas cyclobalanopsidis	Quesada_SQIIe_Phumuli
ctg18380	1	10799	10799	EXCLUDE	prok:b-proteobacteria	90	Delftia tsuruhatensis	Quesada_SQIIe_Phumuli
ctg21750	1	37983	37983	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg18411	1	11393	11393	EXCLUDE	prok:a-proteobacteria	100	Novosphingobium resinovorum	Quesada_SQIIe_Phumuli
ctg22945	1	107703	107703	EXCLUDE	fung:ascomycetes	93	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18370	1	12059	12059	EXCLUDE	plnt:plants	25	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18948	1	15935	15935	EXCLUDE	prok:proteobacteria	70	Bacteriovorax stolpii	Quesada_SQIIe_Phumuli
ctg22439	1	47591	47591	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18406	1	14738	14738	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg22378	1	50028	50028	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22481	1	50918	50918	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19383	1	13564	13564	EXCLUDE	prok:verrucomicrobia	84	Luteolibacter yonseiensis	Quesada_SQIIe_Phumuli
ctg22330	1	42169	42169	EXCLUDE	prok:b-proteobacteria	74	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg22769	1	70644	70644	EXCLUDE	fung:ascomycetes	86	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22944	1	126178	126178	EXCLUDE	prok:CFB group bacteria	100	Flavobacterium panacis	Quesada_SQIIe_Phumuli
ctg21747	1	32703	32703	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22790	1	71934	71934	EXCLUDE	prok:b-proteobacteria	97	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg22469	1	52626	52626	EXCLUDE	prok:CFB group bacteria	98	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg22446	1	53052	53052	REVIEW	fung:ascomycetes	11	Sodiomyces alkalinus	Quesada_SQIIe_Phumuli
ctg22264	1	47651	47651	EXCLUDE	prok:b-proteobacteria	57	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg22444	1	47689	47689	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22367	1	47980	47980	EXCLUDE	prok:a-proteobacteria	98	Devosia psychrophila	Quesada_SQIIe_Phumuli
ctg18984	1	14744	14744	EXCLUDE	prok:high GC Gram+	96	Schumannella luteola	Quesada_SQIIe_Phumuli
ctg18920	1	18390	18390	EXCLUDE	anml:insects	28	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22781	1	74578	74578	EXCLUDE	fung:ascomycetes	87	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19927	1	18645	18645	EXCLUDE	prok:b-proteobacteria	100	Pseudorhodoferax aquiterrae	Quesada_SQIIe_Phumuli
ctg19267	1	11162	11162	EXCLUDE	prok:high GC Gram+	100	Pseudoclavibacter helvolus	Quesada_SQIIe_Phumuli
ctg19298	1	18344	18344	EXCLUDE	prok:b-proteobacteria	23	Cupriavidus yeoncheonensis	Quesada_SQIIe_Phumuli
ctg22319	1	54425	54425	EXCLUDE	prok:g-proteobacteria	98	Acinetobacter albensis	Quesada_SQIIe_Phumuli
ctg19370	1	18932	18932	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg18389	1	16405	16405	EXCLUDE	anml:insects	31	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18970	1	13877	13877	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas morbosilactucae	Quesada_SQIIe_Phumuli
ctg19381	1	14021	14021	EXCLUDE	prok:a-proteobacteria	100	[Ochrobactrum] quorumnocens	Quesada_SQIIe_Phumuli
ctg18348	1	11709	11709	EXCLUDE	plnt:plants	36	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg21965	1	34383	34383	EXCLUDE	prok:a-proteobacteria	87	Brevundimonas sp. UBA7664	Quesada_SQIIe_Phumuli
ctg18988	1	16564	16564	EXCLUDE	plnt:plants	55	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg23070	1	146555	146555	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22767	1	75618	75618	EXCLUDE	prok:high GC Gram+	96	Agromyces atrinae	Quesada_SQIIe_Phumuli
ctg19009	1	18237	18237	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas shirazensis	Quesada_SQIIe_Phumuli
ctg22500	1	47685	47685	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg20849	1	24952	24952	EXCLUDE	anml:insects	56	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22364	1	50170	50170	EXCLUDE	prok:CFB group bacteria	44	Taibaiella soli	Quesada_SQIIe_Phumuli
ctg18946	1	14061	14061	EXCLUDE	prok:CFB group bacteria	67	Flectobacillus major	Quesada_SQIIe_Phumuli
ctg17430	1	13355	13355	EXCLUDE	anml:insects	44	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19259	1	14332	14332	EXCLUDE	fung:ascomycetes	92	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19349	1	16042	16042	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg18931	1	15139	15139	EXCLUDE	prok:a-proteobacteria	73	Devosia crocina	Quesada_SQIIe_Phumuli
ctg19262	1	17244	17244	EXCLUDE	prok:CFB group bacteria	95	Sphingobacterium griseoflavum	Quesada_SQIIe_Phumuli
ctg17377	1	15999	15999	EXCLUDE	prok:CFB group bacteria	100	Flavobacterium microcysteis	Quesada_SQIIe_Phumuli
ctg18967	1	13452	13452	EXCLUDE	prok:CFB group bacteria	89	Flavobacterium microcysteis	Quesada_SQIIe_Phumuli
ctg18926	1	15113	15113	EXCLUDE	prok:g-proteobacteria	67	Teredinibacter purpureus	Quesada_SQIIe_Phumuli
ctg21983	1	35392	35392	EXCLUDE	fung:ascomycetes	95	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19445	1	18589	18589	EXCLUDE	plnt:plants	58	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg19034	1	18645	18645	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg17316	1	10312	10312	REVIEW	anml:insects	11	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg21978	1	25962	25962	EXCLUDE	plnt:plants	69	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg22459	1	50356	50356	EXCLUDE	prok:b-proteobacteria	97	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg20877	1	24553	24553	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22778	1	63444	63444	EXCLUDE	prok:a-proteobacteria	98	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg22272	1	42856	42856	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18961	1	14526	14526	EXCLUDE	prok:high GC Gram+	100	Agromyces atrinae	Quesada_SQIIe_Phumuli
ctg22054	1	35787	35787	EXCLUDE	prok:a-proteobacteria	97	Brevundimonas vesicularis	Quesada_SQIIe_Phumuli
ctg22013	1	41350	41350	EXCLUDE	prok:g-proteobacteria	80	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg18972	1	16852	16852	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg22052	1	39444	39444	EXCLUDE	fung:ascomycetes	65	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19306	1	16355	16355	EXCLUDE	prok:a-proteobacteria	100	Sphingomonas hylomeconis	Quesada_SQIIe_Phumuli
ctg18425	1	11776	11776	REVIEW	plnt:plants	13	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18944	1	16280	16280	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas shirazensis	Quesada_SQIIe_Phumuli
ctg19029	1	14812	14812	EXCLUDE	plnt:plants	28	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg18397	1	13630	13630	EXCLUDE	plnt:plants	25	Cannabis sativa	Quesada_SQIIe_Phumuli
ctg21210	1	29217	29217	EXCLUDE	anml:insects	32	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg19923	1	19728	19728	EXCLUDE	prok:high GC Gram+	95	Nocardioides zeae	Quesada_SQIIe_Phumuli
ctg22312	1	46140	46140	EXCLUDE	fung:ascomycetes	90	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg22497	1	53079	53079	EXCLUDE	prok:b-proteobacteria	96	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg22772	1	73140	73140	EXCLUDE	prok:a-proteobacteria	98	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg22374	1	40567	40567	EXCLUDE	fung:ascomycetes	98	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg21724	1	36413	36413	EXCLUDE	prok:b-proteobacteria	74	Methylophilus methylotrophus	Quesada_SQIIe_Phumuli
ctg19261	1	18288	18288	EXCLUDE	fung:ascomycetes	70	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18997	1	18224	18224	EXCLUDE	anml:insects	50	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22457	1	51205	51205	EXCLUDE	prok:b-proteobacteria	91	Acidovorax antarcticus	Quesada_SQIIe_Phumuli
ctg21196	1	27497	27497	EXCLUDE	prok:CFB group bacteria	100	Leadbetterella sp. UBA7673	Quesada_SQIIe_Phumuli
ctg22483	1	48011	48011	EXCLUDE	prok:g-proteobacteria	83	Cellvibrio sp. UBA7671	Quesada_SQIIe_Phumuli
ctg18337	1	14064	14064	EXCLUDE	anml:insects	36	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg18653	1	13564	13564	EXCLUDE	prok:a-proteobacteria	100	Devosia riboflavina	Quesada_SQIIe_Phumuli
ctg22943	1	93502	93502	EXCLUDE	prok:b-proteobacteria	100	Variovorax sp. 67-131	Quesada_SQIIe_Phumuli
ctg19442	1	14283	14283	EXCLUDE	anml:insects	29	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg22301	1	41540	41540	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg18366	1	12102	12102	EXCLUDE	prok:CFB group bacteria	100	Chryseobacterium jejuense	Quesada_SQIIe_Phumuli
ctg19373	1	17050	17050	EXCLUDE	fung:ascomycetes	88	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg17416	1	9243	9243	EXCLUDE	prok:b-proteobacteria	100	Acidovorax sp. SCN 65-28	Quesada_SQIIe_Phumuli
ctg22433	1	49156	49156	EXCLUDE	prok:a-proteobacteria	100	Brevundimonas sp. UBA7506	Quesada_SQIIe_Phumuli
ctg22022	1	38190	38190	EXCLUDE	prok:g-proteobacteria	100	Pseudomonas shirazensis	Quesada_SQIIe_Phumuli
ctg18942	1	14891	14891	EXCLUDE	prok:CFB group bacteria	100	Dyadobacter luteus	Quesada_SQIIe_Phumuli
ctg17406	1	12183	12183	EXCLUDE	prok:CFB group bacteria	100	Chryseobacterium jejuense	Quesada_SQIIe_Phumuli
ctg22942	1	112233	112233	EXCLUDE	fung:ascomycetes	97	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19328	1	17199	17199	EXCLUDE	anml:insects	67	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg21704	1	34636	34636	EXCLUDE	fung:ascomycetes	100	Plectosphaerella cucumerina	Quesada_SQIIe_Phumuli
ctg19431	1	17108	17108	EXCLUDE	anml:insects	51	Bradysia coprophila	Quesada_SQIIe_Phumuli
ctg17353	1	13419	13419	EXCLUDE	prok:b-proteobacteria	100	Achromobacter spanius	Quesada_SQIIe_Phumuli
ctg19439	1	16767	16767	EXCLUDE	prok:CFB group bacteria	100	Pedobacter chitinilyticus	Quesada_SQIIe_Phumuli
ctg22786	1	39777	39777	EXCLUDE	prok:g-proteobacteria	88	Pseudomonas costantinii	Quesada_SQIIe_Phumuli
ctg19362	1	17303	17303	REVIEW	prok:proteobacteria	13	Bacteriovorax stolpii	Quesada_SQIIe_Phumuli
ctg19254	1	15349	15349	EXCLUDE	prok:a-proteobacteria	100	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
ctg21204	1	23427	23427	EXCLUDE	prok:CFB group bacteria	98	Dyadobacter jiangsuensis	Quesada_SQIIe_Phumuli
ctg19303	1	16662	16662	EXCLUDE	prok:a-proteobacteria	100	Brucella thiophenivorans	Quesada_SQIIe_Phumuli
ctg22414	1	42596	42596	EXCLUDE	prok:a-proteobacteria	94	Sphingopyxis witflariensis	Quesada_SQIIe_Phumuli
