isolate	read_id	category	gc_pct	cov_median
Phumuli	m64474e_240130_191737/96928319/ccs	Oomycota	48.67	22985.0
Phumuli	m64474e_240130_191737/91818382/ccs	Oomycota	25.88	114343.0
Phumuli	m64474e_240130_191737/49220091/ccs	Oomycota	46.27	2480.0
Phumuli	m64474e_240130_191737/6619385/ccs	Oomycota	49.64	312.0
Phumuli	m64474e_240130_191737/115804936/ccs	Oomycota	51.55	42486.0
Phumuli	m64474e_240130_191737/44302473/ccs	Oomycota	21.49	115832.0
Phumuli	m64474e_240130_191737/129630232/ccs	Oomycota	47.48	886.0
Phumuli	m64474e_240130_191737/13371525/ccs	Oomycota	23.59	115680.0
Phumuli	m64474e_240130_191737/113836323/ccs	Oomycota	47.62	914.0
Phumuli	m64474e_240130_191737/84738934/ccs	Oomycota	24.8	114575.0
Phumuli	m64474e_240130_191737/138478267/ccs	Oomycota	54.01	109436.0
Phumuli	m64474e_240130_191737/88997957/ccs	Oomycota	49.17	14116.0
Phumuli	m64474e_240130_191737/153291003/ccs	Oomycota	22.51	114395.0
Phumuli	m64474e_240130_191737/106627185/ccs	Oomycota	48.13	81685.0
Phumuli	m64474e_240130_191737/138347010/ccs	Oomycota	51.34	2603.0
Phumuli	m64474e_240130_191737/124979878/ccs	Oomycota	23.63	110965.0
Phumuli	m64474e_240130_191737/177537945/ccs	Oomycota	49.95	941.0
Phumuli	m64474e_240130_191737/139594407/ccs	Oomycota	20.39	110497.0
Phumuli	m64474e_240130_191737/144051021/ccs	Oomycota	51.73	327.0
Phumuli	m64474e_240130_191737/103287537/ccs	Oomycota	50.57	162832.0
Phumuli	m64474e_240130_191737/11011305/ccs	Oomycota	44.32	47680.0
Phumuli	m64474e_240130_191737/153419981/ccs	Oomycota	49.51	68943.0
Phumuli	m64474e_240130_191737/106628640/ccs	Oomycota	48.29	320.0
Phumuli	m64474e_240130_191737/9570106/ccs	Oomycota	24.55	115196.0
Phumuli	m64474e_240130_191737/8981182/ccs	Oomycota	54.64	13680.0
Phumuli	m64474e_240130_191737/61407332/ccs	Oomycota	21.73	109967.0
Phumuli	m64474e_240130_191737/65143991/ccs	Oomycota	21.96	110434.0
Phumuli	m64474e_240130_191737/29493405/ccs	Oomycota	49.29	361.0
Phumuli	m64474e_240130_191737/89065181/ccs	Oomycota	49.49	1087.0
Phumuli	m64474e_240130_191737/151455128/ccs	Oomycota	48.11	135556.0
Phumuli	m64474e_240130_191737/8652860/ccs	Oomycota	51.05	55246.0
Phumuli	m64474e_240130_191737/96274888/ccs	Oomycota	23.58	113345.0
Phumuli	m64474e_240130_191737/167248246/ccs	Oomycota	21.4	112053.0
Phumuli	m64474e_240130_191737/52824106/ccs	Oomycota	50.41	310.0
Phumuli	m64474e_240130_191737/103024103/ccs	Oomycota	49.81	162978.0
Phumuli	m64474e_240130_191737/155256246/ccs	Oomycota	22.05	110074.0
Phumuli	m64474e_240130_191737/32702519/ccs	Oomycota	21.74	116294.0
Phumuli	m64474e_240130_191737/178455407/ccs	Oomycota	48.24	305.0
Phumuli	m64474e_240130_191737/77988138/ccs	Oomycota	21.69	110446.0
Phumuli	m64474e_240130_191737/96338319/ccs	Oomycota	51.47	203503.0
Phumuli	m64474e_240130_191737/49283760/ccs	Oomycota	22.12	115904.0
Phumuli	m64474e_240130_191737/152767276/ccs	Oomycota	42.95	47639.0
Phumuli	m64474e_240130_191737/148047632/ccs	Oomycota	49.36	131539.0
Phumuli	m64474e_240130_191737/138938702/ccs	Oomycota	45.15	667.0
Phumuli	m64474e_240130_191737/43386866/ccs	Oomycota	22.58	115328.0
Phumuli	m64474e_240130_191737/129762352/ccs	Oomycota	50.54	303.0
Phumuli	m64474e_240130_191737/143065131/ccs	Oomycota	46.77	1018.0
Phumuli	m64474e_240130_191737/176293122/ccs	Oomycota	19.07	110499.0
Phumuli	m64474e_240130_191737/176686839/ccs	Oomycota	21.78	110834.0
Phumuli	m64474e_240130_191737/124782972/ccs	Oomycota	21.67	110564.0
Phumuli	m64474e_240130_191737/16123455/ccs	Oomycota	43.98	47616.0
Phumuli	m64474e_240130_191737/98567127/ccs	Oomycota	46.69	295.0
Phumuli	m64474e_240130_191737/84478785/ccs	Oomycota	26.65	111206.0
Phumuli	m64474e_240130_191737/1770556/ccs	Oomycota	22.93	115269.0
Phumuli	m64474e_240130_191737/148637623/ccs	Oomycota	24.65	111626.0
Phumuli	m64474e_240130_191737/40765335/ccs	Oomycota	44.5	47731.0
Phumuli	m64474e_240130_191737/32243824/ccs	Oomycota	23.78	111932.0
Phumuli	m64474e_240130_191737/48563590/ccs	Oomycota	22.07	114269.0
Phumuli	m64474e_240130_191737/52103937/ccs	Oomycota	51.65	294.0
Phumuli	m64474e_240130_191737/26805602/ccs	Oomycota	52.7	162409.0
Phumuli	m64474e_240130_191737/10487964/ccs	Oomycota	21.83	117973.0
Phumuli	m64474e_240130_191737/97912243/ccs	Oomycota	47.02	182.0
Phumuli	m64474e_240130_191737/157155480/ccs	Oomycota	22.16	116407.0
Phumuli	m64474e_240130_191737/12125319/ccs	Oomycota	49.1	346.0
Phumuli	m64474e_240130_191737/158926949/ccs	Oomycota	47.66	128179.0
Phumuli	m64474e_240130_191737/54397759/ccs	Oomycota	47.25	101202.0
Phumuli	m64474e_240130_191737/125831535/ccs	Oomycota	48.47	342.0
Phumuli	m64474e_240130_191737/90310492/ccs	Oomycota	22.27	117652.0
Phumuli	m64474e_240130_191737/33490126/ccs	Oomycota	49.17	334.0
Phumuli	m64474e_240130_191737/121177126/ccs	Oomycota	51.19	203497.0
Phumuli	m64474e_240130_191737/985140/ccs	Oomycota	20.67	118593.0
Phumuli	m64474e_240130_191737/171640895/ccs	Oomycota	49.28	212463.0
Phumuli	m64474e_240130_191737/34080539/ccs	Oomycota	48.81	7618.0
Phumuli	m64474e_240130_191737/135530561/ccs	Oomycota	49.93	356.0
Phumuli	m64474e_240130_191737/34407684/ccs	Oomycota	44.31	47619.0
Phumuli	m64474e_240130_191737/91423630/ccs	Oomycota	22.24	110074.0
Phumuli	m64474e_240130_191737/110888510/ccs	Oomycota	48.49	296.0
Phumuli	m64474e_240130_191737/121309129/ccs	Oomycota	44.2	47638.0
Phumuli	m64474e_240130_191737/17892742/ccs	Oomycota	49.59	7040.0
Phumuli	m64474e_240130_191737/11405853/ccs	Oomycota	49.04	35543.0
Phumuli	m64474e_240130_191737/107545741/ccs	Oomycota	23.61	115503.0
Phumuli	m64474e_240130_191737/153223376/ccs	Oomycota	23.11	111233.0
Phumuli	m64474e_240130_191737/100467231/ccs	Oomycota	51.31	11502.0
Phumuli	m64474e_240130_191737/97453129/ccs	Oomycota	22.66	116189.0
Phumuli	m64474e_240130_191737/45287989/ccs	Oomycota	46.64	325.0
Phumuli	m64474e_240130_191737/131203855/ccs	Oomycota	19.02	110451.0
Phumuli	m64474e_240130_191737/50727134/ccs	Oomycota	48.77	131631.0
Phumuli	m64474e_240130_191737/56821504/ccs	Oomycota	35.36	110093.0
Phumuli	m64474e_240130_191737/5571862/ccs	Oomycota	47.02	2598.0
Phumuli	m64474e_240130_191737/58525474/ccs	Oomycota	21.79	112500.0
Phumuli	m64474e_240130_191737/54330382/ccs	Oomycota	45.25	708.0
Phumuli	m64474e_240130_191737/113314085/ccs	Oomycota	30.46	109801.0
Phumuli	m64474e_240130_191737/82184439/ccs	Oomycota	49.31	205071.0
Phumuli	m64474e_240130_191737/46336101/ccs	Oomycota	49.66	59659.0
Phumuli	m64474e_240130_191737/179112265/ccs	Oomycota	18.77	110281.0
Phumuli	m64474e_240130_191737/93849140/ccs	Oomycota	47.4	101669.0
Phumuli	m64474e_240130_191737/107218915/ccs	Oomycota	21.04	118423.0
Phumuli	m64474e_240130_191737/106695420/ccs	Oomycota	51.37	114359.0
Phumuli	m64474e_240130_191737/163512866/ccs	Oomycota	49.95	537.0
Phumuli	m64474e_240130_191737/157418770/ccs	Oomycota	23.66	115997.0
Phumuli	m64474e_240130_191737/147784184/ccs	Oomycota	23.73	113189.0
Phumuli	m64474e_240130_191737/151587603/ccs	Oomycota	27.74	111031.0
Phumuli	m64474e_240130_191737/43059158/ccs	Oomycota	22.69	111201.0
Phumuli	m64474e_240130_191737/116263438/ccs	Oomycota	51.8	29922.0
Phumuli	m64474e_240130_191737/116722527/ccs	Oomycota	24.14	113405.0
Phumuli	m64474e_240130_191737/124782901/ccs	Oomycota	20.18	110554.0
Phumuli	m64474e_240130_191737/124978268/ccs	Oomycota	47.33	2220.0
Phumuli	m64474e_240130_191737/43255928/ccs	Oomycota	23.14	115881.0
Phumuli	m64474e_240130_191737/29427081/ccs	Oomycota	51.62	32378.0
Phumuli	m64474e_240130_191737/10748584/ccs	Oomycota	50.59	122959.0
Phumuli	m64474e_240130_191737/179569758/ccs	Oomycota	42.57	47628.0
Phumuli	m64474e_240130_191737/162726134/ccs	Oomycota	23.07	113246.0
Phumuli	m64474e_240130_191737/149162156/ccs	Oomycota	47.13	336.0
Phumuli	m64474e_240130_191737/10029316/ccs	Oomycota	47.63	35207.0
Phumuli	m64474e_240130_191737/83886786/ccs	Oomycota	43.63	47834.0
Phumuli	m64474e_240130_191737/160631449/ccs	Oomycota	49.48	128135.0
Phumuli	m64474e_240130_191737/33360179/ccs	Oomycota	49.51	130525.0
Phumuli	m64474e_240130_191737/24970725/ccs	Oomycota	48.3	135466.0
Phumuli	m64474e_240130_191737/87949810/ccs	Oomycota	28.29	111921.0
Phumuli	m64474e_240130_191737/134219321/ccs	Oomycota	48.99	212078.0
Phumuli	m64474e_240130_191737/143329315/ccs	Oomycota	21.11	110916.0
Phumuli	m64474e_240130_191737/155255228/ccs	Oomycota	48.46	123140.0
Phumuli	m64474e_240130_191737/91881883/ccs	Oomycota	21.05	118511.0
Phumuli	m64474e_240130_191737/143655343/ccs	Oomycota	23.37	111312.0
Phumuli	m64474e_240130_191737/37487588/ccs	Oomycota	48.98	210857.0
Phumuli	m64474e_240130_191737/165873272/ccs	Oomycota	46.71	566.0
Phumuli	m64474e_240130_191737/70912180/ccs	Oomycota	27.53	108472.0
Phumuli	m64474e_240130_191737/124389393/ccs	Oomycota	21.61	117712.0
Phumuli	m64474e_240130_191737/116851737/ccs	Oomycota	27.1	110249.0
Phumuli	m64474e_240130_191737/2753364/ccs	Oomycota	22.9	115866.0
Phumuli	m64474e_240130_191737/57278529/ccs	Oomycota	49.48	3819.0
Phumuli	m64474e_240130_191737/100993558/ccs	Oomycota	49.2	299.0
Phumuli	m64474e_240130_191737/171508942/ccs	Oomycota	20.91	118584.0
Phumuli	m64474e_240130_191737/36046042/ccs	Oomycota	21.01	110763.0
Phumuli	m64474e_240130_191737/18809517/ccs	Oomycota	43.87	47543.0
Phumuli	m64474e_240130_191737/128648073/ccs	Oomycota	21.3	118061.0
Phumuli	m64474e_240130_191737/35915663/ccs	Oomycota	19.93	110271.0
Phumuli	m64474e_240130_191737/11273978/ccs	Oomycota	49.65	64087.0
Phumuli	m64474e_240130_191737/11077709/ccs	Oomycota	52.03	18042.0
Phumuli	m64474e_240130_191737/133040874/ccs	Oomycota	51.71	32106.0
Phumuli	m64474e_240130_191737/81855058/ccs	Oomycota	45.28	47639.0
Phumuli	m64474e_240130_191737/68487519/ccs	Oomycota	48.54	319.0
Phumuli	m64474e_240130_191737/146934468/ccs	Oomycota	47.17	802.0
Phumuli	m64474e_240130_191737/170789350/ccs	Oomycota	23.48	114403.0
Phumuli	m64474e_240130_191737/145492597/ccs	Oomycota	22.36	115222.0
Phumuli	m64474e_240130_191737/141035302/ccs	Oomycota	49.11	19354.0
Phumuli	m64474e_240130_191737/14025447/ccs	Oomycota	24.35	113858.0
Phumuli	m64474e_240130_191737/93979331/ccs	Oomycota	18.28	110259.0
Phumuli	m64474e_240130_191737/64030432/ccs	Oomycota	25.31	114250.0
Phumuli	m64474e_240130_191737/66717604/ccs	Oomycota	49.09	212413.0
Phumuli	m64474e_240130_191737/5113385/ccs	Oomycota	48.47	122964.0
Phumuli	m64474e_240130_191737/64356637/ccs	Oomycota	17.77	110176.0
Phumuli	m64474e_240130_191737/136054258/ccs	Oomycota	50.13	60108.0
Phumuli	m64474e_240130_191737/85068549/ccs	Oomycota	42.34	35573.0
Phumuli	m64474e_240130_191737/6816200/ccs	Oomycota	24.79	114844.0
Phumuli	m64474e_240130_191737/64094386/ccs	Oomycota	21.6	116736.0
Phumuli	m64474e_240130_191737/147456995/ccs	Oomycota	24.57	113077.0
Phumuli	m64474e_240130_191737/11535332/ccs	Oomycota	23.7	115283.0
Phumuli	m64474e_240130_191737/1310784/ccs	Oomycota	48.58	339.0
Phumuli	m64474e_240130_191737/114624324/ccs	Oomycota	49.81	163029.0
Phumuli	m64474e_240130_191737/104597761/ccs	Oomycota	48.81	253.0
Phumuli	m64474e_240130_191737/127273353/ccs	Oomycota	25.66	114215.0
Phumuli	m64474e_240130_191737/51710411/ccs	Oomycota	22.8	115447.0
Phumuli	m64474e_240130_191737/43256145/ccs	Oomycota	48.2	1387.0
Phumuli	m64474e_240130_191737/130220925/ccs	Oomycota	49.7	276.0
Phumuli	m64474e_240130_191737/98960365/ccs	Oomycota	53.58	15008.0
Phumuli	m64474e_240130_191737/69995311/ccs	Oomycota	50.22	60407.0
Phumuli	m64474e_240130_191737/113050870/ccs	Oomycota	23.42	110205.0
Phumuli	m64474e_240130_191737/165152180/ccs	Oomycota	19.94	110589.0
Phumuli	m64474e_240130_191737/23333109/ccs	Oomycota	49.11	972.0
Phumuli	m64474e_240130_191737/31654013/ccs	Oomycota	22.56	115112.0
Phumuli	m64474e_240130_191737/74056554/ccs	Oomycota	21.67	116459.0
Phumuli	m64474e_240130_191737/179767383/ccs	Oomycota	48.68	131653.0
Phumuli	m64474e_240130_191737/81920943/ccs	Oomycota	22.57	111058.0
Phumuli	m64474e_240130_191737/94503951/ccs	Oomycota	44.84	47811.0
Phumuli	m64474e_240130_191737/124256924/ccs	Oomycota	50.1	349.0
Phumuli	m64474e_240130_191737/31917558/ccs	Oomycota	52.7	15082.0
Phumuli	m64474e_240130_191737/82051878/ccs	Oomycota	49.28	33948.0
Phumuli	m64474e_240130_191737/153094733/ccs	Oomycota	44.08	47507.0
Phumuli	m64474e_240130_191737/14287498/ccs	Oomycota	44.78	47925.0
Phumuli	m64474e_240130_191737/89654814/ccs	Oomycota	26.99	113458.0
Phumuli	m64474e_240130_191737/98371585/ccs	Oomycota	20.29	110605.0
Phumuli	m64474e_240130_191737/158272014/ccs	Oomycota	44.82	47563.0
Phumuli	m64474e_240130_191737/153878930/ccs	Oomycota	52.09	163967.0
Phumuli	m64474e_240130_191737/97715801/ccs	Oomycota	21.64	115326.0
Phumuli	m64474e_240130_191737/81264681/ccs	Oomycota	23.73	115634.0
Phumuli	m64474e_240130_191737/108921960/ccs	Oomycota	51.32	10148.0
Phumuli	m64474e_240130_191737/16582313/ccs	Oomycota	49.0	212544.0
Phumuli	m64474e_240130_191737/146737094/ccs	Oomycota	48.28	1447.0
Phumuli	m64474e_240130_191737/163973033/ccs	Oomycota	48.54	572.0
Phumuli	m64474e_240130_191737/45026055/ccs	Oomycota	23.75	115166.0
Phumuli	m64474e_240130_191737/147982482/ccs	Oomycota	20.45	110023.0
Phumuli	m64474e_240130_191737/9307870/ccs	Oomycota	49.01	35555.0
Phumuli	m64474e_240130_191737/1379074/ccs	Oomycota	46.68	590.0
Phumuli	m64474e_240130_191737/77070564/ccs	Oomycota	47.32	512.0
Phumuli	m64474e_240130_191737/74451662/ccs	Oomycota	46.48	956.0
Phumuli	m64474e_240130_191737/45811793/ccs	Oomycota	49.88	1164.0
Phumuli	m64474e_240130_191737/76351971/ccs	Oomycota	21.35	110373.0
Phumuli	m64474e_240130_191737/73203802/ccs	Oomycota	43.03	47891.0
Phumuli	m64474e_240130_191737/64160758/ccs	Oomycota	20.49	110668.0
Phumuli	m64474e_240130_191737/30672119/ccs	Oomycota	50.04	70741.0
Phumuli	m64474e_240130_191737/65078313/ccs	Oomycota	45.47	47466.0
Phumuli	m64474e_240130_191737/53019356/ccs	Oomycota	23.65	114423.0
Phumuli	m64474e_240130_191737/145818762/ccs	Oomycota	20.23	109743.0
Phumuli	m64474e_240130_191737/178914845/ccs	Oomycota	48.88	329.0
Phumuli	m64474e_240130_191737/157352030/ccs	Oomycota	21.49	116553.0
Phumuli	m64474e_240130_191737/53674891/ccs	Oomycota	53.01	296.0
Phumuli	m64474e_240130_191737/120521404/ccs	Oomycota	50.14	2838.0
Phumuli	m64474e_240130_191737/92668109/ccs	Oomycota	51.62	203572.0
Phumuli	m64474e_240130_191737/26675713/ccs	Oomycota	45.51	47670.0
Phumuli	m64474e_240130_191737/16253971/ccs	Oomycota	20.3	110503.0
Phumuli	m64474e_240130_191737/85460782/ccs	Oomycota	20.37	114283.0
Phumuli	m64474e_240130_191737/27591654/ccs	Oomycota	23.61	110601.0
Phumuli	m64474e_240130_191737/8389236/ccs	Oomycota	51.14	260.0
Phumuli	m64474e_240130_191737/82249948/ccs	Oomycota	48.77	259.0
Phumuli	m64474e_240130_191737/176357833/ccs	Oomycota	49.44	325.0
Phumuli	m64474e_240130_191737/68288739/ccs	Oomycota	52.42	16911.0
Phumuli	m64474e_240130_191737/74909035/ccs	Oomycota	49.05	35381.0
Phumuli	m64474e_240130_191737/111345865/ccs	Oomycota	49.32	5795.0
Phumuli	m64474e_240130_191737/117506928/ccs	Oomycota	28.23	111830.0
Phumuli	m64474e_240130_191737/131334902/ccs	Oomycota	51.64	1570.0
Phumuli	m64474e_240130_191737/126747272/ccs	Oomycota	21.84	117766.0
Phumuli	m64474e_240130_191737/21299680/ccs	Oomycota	23.18	115510.0
Phumuli	m64474e_240130_191737/138873414/ccs	Oomycota	50.47	94907.0
Phumuli	m64474e_240130_191737/164692359/ccs	Oomycota	49.58	19082.0
Phumuli	m64474e_240130_191737/114163903/ccs	Oomycota	48.41	329.0
Phumuli	m64474e_240130_191737/154732174/ccs	Oomycota	49.29	39147.0
Phumuli	m64474e_240130_191737/69994726/ccs	Oomycota	46.17	2140.0
Phumuli	m64474e_240130_191737/3016013/ccs	Oomycota	52.16	19145.0
Phumuli	m64474e_240130_191737/39387315/ccs	Oomycota	28.76	113605.0
Phumuli	m64474e_240130_191737/138413350/ccs	Oomycota	20.22	117080.0
Phumuli	m64474e_240130_191737/137232792/ccs	Oomycota	23.08	116072.0
Phumuli	m64474e_240130_191737/128911055/ccs	Oomycota	22.95	116122.0
Phumuli	m64474e_240130_191737/16384932/ccs	Oomycota	51.91	20146.0
Phumuli	m64474e_240130_191737/102696762/ccs	Oomycota	52.02	10498.0
Phumuli	m64474e_240130_191737/146540615/ccs	Oomycota	22.19	117621.0
Phumuli	m64474e_240130_191737/134875979/ccs	Oomycota	23.13	115249.0
Phumuli	m64474e_240130_191737/44435942/ccs	Oomycota	44.41	47696.0
Phumuli	m64474e_240130_191737/119212330/ccs	Oomycota	23.01	115368.0
Phumuli	m64474e_240130_191737/120981033/ccs	Oomycota	21.46	118283.0
Phumuli	m64474e_240130_191737/137233150/ccs	Oomycota	48.44	336.0
Phumuli	m64474e_240130_191737/29425665/ccs	Oomycota	52.18	15678.0
Phumuli	m64474e_240130_191737/48891635/ccs	Oomycota	29.94	113324.0
Phumuli	m64474e_240130_191737/176882259/ccs	Oomycota	49.66	130751.0
Phumuli	m64474e_240130_191737/36899465/ccs	Oomycota	19.43	110589.0
Phumuli	m64474e_240130_191737/18089469/ccs	Oomycota	51.64	10444.0
Phumuli	m64474e_240130_191737/72090451/ccs	Oomycota	48.57	131632.0
Phumuli	m64474e_240130_191737/92866851/ccs	Oomycota	42.34	35581.0
Phumuli	m64474e_240130_191737/78056194/ccs	Oomycota	52.62	163961.0
Phumuli	m64474e_240130_191737/91816450/ccs	Oomycota	42.12	47439.0
Phumuli	m64474e_240130_191737/174327577/ccs	Oomycota	21.81	116159.0
Phumuli	m64474e_240130_191737/158139810/ccs	Oomycota	48.96	326.0
Phumuli	m64474e_240130_191737/74121738/ccs	Oomycota	49.56	333.0
Phumuli	m64474e_240130_191737/44827978/ccs	Oomycota	50.09	63674.0
Phumuli	m64474e_240130_191737/141363108/ccs	Oomycota	24.13	115197.0
Phumuli	m64474e_240130_191737/157680094/ccs	Oomycota	48.39	295.0
Phumuli	m64474e_240130_191737/89983120/ccs	Oomycota	22.28	115493.0
Phumuli	m64474e_240130_191737/7342915/ccs	Oomycota	23.41	114910.0
Phumuli	m64474e_240130_191737/127992666/ccs	Oomycota	47.04	11877.0
Phumuli	m64474e_240130_191737/90046530/ccs	Oomycota	50.24	162894.0
Phumuli	m64474e_240130_191737/34473381/ccs	Oomycota	47.2	8543.0
Phumuli	m64474e_240130_191737/55312480/ccs	Oomycota	47.67	317.0
Phumuli	m64474e_240130_191737/95027342/ccs	Oomycota	25.3	114438.0
Phumuli	m64474e_240130_191737/61801301/ccs	Oomycota	22.02	110232.0
Phumuli	m64474e_240130_191737/98566966/ccs	Oomycota	49.65	41348.0
Phumuli	m64474e_240130_191737/76810156/ccs	Oomycota	18.1	109938.0
Phumuli	m64474e_240130_191737/179503370/ccs	Oomycota	24.67	114620.0
Phumuli	m64474e_240130_191737/44436069/ccs	Oomycota	23.55	115291.0
Phumuli	m64474e_240130_191737/173605609/ccs	Oomycota	22.87	115218.0
Phumuli	m64474e_240130_191737/8652431/ccs	Oomycota	21.97	110172.0
Phumuli	m64474e_240130_191737/15467419/ccs	Oomycota	48.56	303.0
Phumuli	m64474e_240130_191737/152175953/ccs	Oomycota	51.46	203599.0
Phumuli	m64474e_240130_191737/127929145/ccs	Oomycota	29.59	113132.0
Phumuli	m64474e_240130_191737/89916488/ccs	Oomycota	24.36	115852.0
Phumuli	m64474e_240130_191737/46073568/ccs	Oomycota	49.86	287.0
Phumuli	m64474e_240130_191737/166004033/ccs	Oomycota	48.75	285.0
Phumuli	m64474e_240130_191737/106104318/ccs	Oomycota	49.21	353.0
Phumuli	m64474e_240130_191737/168690830/ccs	Oomycota	21.95	110300.0
Phumuli	m64474e_240130_191737/82184373/ccs	Oomycota	18.89	110188.0
Phumuli	m64474e_240130_191737/45419318/ccs	Oomycota	22.63	115782.0
Phumuli	m64474e_240130_191737/63439016/ccs	Oomycota	51.1	307.0
Phumuli	m64474e_240130_191737/170591665/ccs	Oomycota	46.99	81731.0
Phumuli	m64474e_240130_191737/163971398/ccs	Oomycota	51.95	30407.0
Phumuli	m64474e_240130_191737/139331674/ccs	Oomycota	43.84	47435.0
Phumuli	m64474e_240130_191737/174523788/ccs	Oomycota	53.79	6948.0
Phumuli	m64474e_240130_191737/174066090/ccs	Oomycota	23.2	110747.0
Phumuli	m64474e_240130_191737/142999576/ccs	Oomycota	50.96	131355.0
Phumuli	m64474e_240130_191737/112526472/ccs	Oomycota	23.18	115426.0
Phumuli	m64474e_240130_191737/150209656/ccs	Oomycota	44.87	47864.0
Phumuli	m64474e_240130_191737/10683114/ccs	Oomycota	19.56	119120.0
Phumuli	m64474e_240130_191737/154994829/ccs	Oomycota	48.34	1167.0
Phumuli	m64474e_240130_191737/97453749/ccs	Oomycota	24.74	114119.0
Phumuli	m64474e_240130_191737/105449019/ccs	Oomycota	20.62	110545.0
Phumuli	m64474e_240130_191737/26544011/ccs	Oomycota	48.99	339.0
Phumuli	m64474e_240130_191737/8456533/ccs	Oomycota	43.97	47481.0
Phumuli	m64474e_240130_191737/131532784/ccs	Oomycota	19.82	110614.0
Phumuli	m64474e_240130_191737/35326768/ccs	Oomycota	49.0	313.0
Phumuli	m64474e_240130_191737/159975424/ccs	Oomycota	53.08	17059.0
Phumuli	m64474e_240130_191737/51382744/ccs	Oomycota	22.83	113420.0
Phumuli	m64474e_240130_191737/10553286/ccs	Oomycota	51.09	34553.0
Phumuli	m64474e_240130_191737/122555074/ccs	Oomycota	20.79	110834.0
Phumuli	m64474e_240130_191737/155779175/ccs	Oomycota	48.04	335.0
Phumuli	m64474e_240130_191737/141888050/ccs	Oomycota	48.44	640.0
Phumuli	m64474e_240130_191737/36897940/ccs	Oomycota	51.56	114284.0
Phumuli	m64474e_240130_191737/39453157/ccs	Oomycota	21.03	116177.0
Phumuli	m64474e_240130_191737/141625334/ccs	Oomycota	49.6	320.0
Phumuli	m64474e_240130_191737/164758812/ccs	Oomycota	50.77	1780.0
Phumuli	m64474e_240130_191737/121045339/ccs	Oomycota	21.58	110499.0
Phumuli	m64474e_240130_191737/86640624/ccs	Oomycota	49.58	318.0
Phumuli	m64474e_240130_191737/9175729/ccs	Oomycota	23.85	115429.0
Phumuli	m64474e_240130_191737/165347756/ccs	Oomycota	25.08	115180.0
Phumuli	m64474e_240130_191737/2097748/ccs	Oomycota	51.37	114310.0
Phumuli	m64474e_240130_191737/160039551/ccs	Oomycota	48.79	35428.0
Phumuli	m64474e_240130_191737/20252127/ccs	Oomycota	23.99	115433.0
Phumuli	m64474e_240130_191737/13305516/ccs	Oomycota	24.29	110189.0
Phumuli	m64474e_240130_191737/16451721/ccs	Oomycota	47.64	128160.0
Phumuli	m64474e_240130_191737/157810828/ccs	Oomycota	49.08	212483.0
Phumuli	m64474e_240130_191737/58460787/ccs	Oomycota	21.49	111570.0
Phumuli	m64474e_240130_191737/152176697/ccs	Oomycota	22.09	118071.0
Phumuli	m64474e_240130_191737/83755418/ccs	Oomycota	22.53	111799.0
Phumuli	m64474e_240130_191737/12322376/ccs	Oomycota	47.31	12448.0
Phumuli	m64474e_240130_191737/30802139/ccs	Oomycota	48.98	303.0
Phumuli	m64474e_240130_191737/22480588/ccs	Oomycota	49.62	42492.0
Phumuli	m64474e_240130_191737/39061291/ccs	Oomycota	50.57	162858.0
Phumuli	m64474e_240130_191737/11338845/ccs	Oomycota	49.65	62512.0
Phumuli	m64474e_240130_191737/25429153/ccs	Oomycota	50.73	8599.0
Phumuli	m64474e_240130_191737/141100694/ccs	Oomycota	23.44	112899.0
Phumuli	m64474e_240130_191737/108265957/ccs	Oomycota	50.06	4182.0
Phumuli	m64474e_240130_191737/116786923/ccs	Oomycota	50.14	620.0
Phumuli	m64474e_240130_191737/144968423/ccs	Oomycota	25.02	111483.0
Phumuli	m64474e_240130_191737/44829381/ccs	Oomycota	53.23	300.0
Phumuli	m64474e_240130_191737/127598964/ccs	Oomycota	54.51	14991.0
Phumuli	m64474e_240130_191737/101974024/ccs	Oomycota	49.15	212338.0
Phumuli	m64474e_240130_191737/178914200/ccs	Oomycota	49.28	2823.0
Phumuli	m64474e_240130_191737/178456102/ccs	Oomycota	19.34	110541.0
Phumuli	m64474e_240130_191737/102892210/ccs	Oomycota	51.68	5333.0
Phumuli	m64474e_240130_191737/41812882/ccs	Oomycota	20.27	110200.0
Phumuli	m64474e_240130_191737/117836026/ccs	Oomycota	19.9	110493.0
Phumuli	m64474e_240130_191737/53936200/ccs	Oomycota	21.67	117503.0
Phumuli	m64474e_240130_191737/35064282/ccs	Oomycota	22.68	114402.0
Phumuli	m64474e_240130_191737/134612502/ccs	Oomycota	50.7	286.0
Phumuli	m64474e_240130_191737/144311303/ccs	Oomycota	22.9	114823.0
Phumuli	m64474e_240130_191737/68814257/ccs	Oomycota	21.11	116807.0
Phumuli	m64474e_240130_191737/19793708/ccs	Oomycota	19.56	110358.0
Phumuli	m64474e_240130_191737/853668/ccs	Oomycota	50.08	337.0
Phumuli	m64474e_240130_191737/109838790/ccs	Oomycota	22.84	115882.0
Phumuli	m64474e_240130_191737/136840373/ccs	Oomycota	47.48	101672.0
Phumuli	m64474e_240130_191737/108397959/ccs	Oomycota	45.65	47711.0
Phumuli	m64474e_240130_191737/137431879/ccs	Oomycota	22.33	115163.0
Phumuli	m64474e_240130_191737/159123275/ccs	Oomycota	48.79	1173.0
Phumuli	m64474e_240130_191737/141232368/ccs	Oomycota	24.11	110640.0
