qseqid	sseqid	pident	length	qlen	slen	evalue	qstart	qend	sstart	send	staxids	sphylums	sgenus	sspecies
Pcub-SC1982_071_000058.1	WP_303590329.1	61.2	147	146	147	1.17e-59	2	146	1	146	3063329	Bacteroidota	Flavitalea	Flavitalea sp. BT771
Pcub-SC1982_071_000019.1	MDB2657380.1	34.9	312	297	304	5.69e-42	8	297	7	304		N/A	N/A	N/A
Pcub-SC1982_071_000057.1	WP_267291661.1	59.1	279	325	303	1.21e-112	38	316	8	286	2873601	Bacteroidota	Parachryseolinea	Parachryseolinea silvisoli
Pcub-SC1982_071_000056.1	WP_257669815.1	51.5	163	175	164	3.36e-56	1	163	1	163	2972951	Bacteroidota	Parapedobacter	Parapedobacter tibetensis
Pcub-SC1982_071_000055.1	WP_294675594.1	50.0	86	101	105	2.46e-17	9	94	9	94	463303	Bacteroidota	Fluviicola	uncultured Fluviicola sp.
Pcub-SC1982_071_000020.1	MBP6022338.1	55.9	272	272	272	9.99e-103	1	269	1	272		N/A	N/A	N/A
Pcub-SC1982_071_000054.1	MCG9911305.1	74.3	339	347	341	4.95e-179	9	347	1	339		N/A	N/A	N/A
Pcub-SC1982_071_000021.1	MCG9911304.1	87.3	754	765	759	0.0	1	754	1	754		N/A	N/A	N/A
Pcub-SC1982_071_000022.1	MBL0912696.1	44.8	446	445	444	3.79e-126	3	445	5	444		N/A	N/A	N/A
Pcub-SC1982_071_000053.1	MBL0912191.1	36.4	283	330	297	9.22e-49	49	328	24	293		N/A	N/A	N/A
Pcub-SC1982_071_000052.1	MCB0652896.1	60.7	219	351	227	5.81e-94	5	218	9	226		N/A	N/A	N/A
Pcub-SC1982_071_000051.1	WP_192877629.1	57.8	180	189	188	9.48e-65	1	180	1	179	178469	Bacteroidota	Arenibacter	N/A
Pcub-SC1982_071_000050.1	KAA3637933.1	58.0	162	190	187	3.71e-57	29	190	26	187	1898104	Bacteroidota	N/A	Bacteroidota bacterium
Pcub-SC1982_071_000049.1	MCG9911301.1	79.9	323	323	323	3.47e-187	1	323	1	323		N/A	N/A	N/A
Pcub-SC1982_071_000048.1	MCG9911260.1	96.0	323	323	324	4.89e-233	1	323	2	324		N/A	N/A	N/A
Pcub-SC1982_071_000047.1	MCG9910041.1	81.1	254	490	254	1.40e-150	237	490	1	254		N/A	N/A	N/A
Pcub-SC1982_071_000023.1	MCG9910043.1	88.2	221	221	222	1.66e-139	1	221	2	222		N/A	N/A	N/A
Pcub-SC1982_071_000024.1	MCG9910044.1	69.9	286	599	299	2.60e-133	1	286	1	286		N/A	N/A	N/A
Pcub-SC1982_071_000025.1	MCG9910048.1	79.7	881	1388	881	0.0	508	1388	1	881		N/A	N/A	N/A
Pcub-SC1982_071_000026.1	WP_110998934.1	68.9	273	454	274	1.37e-139	182	454	1	273	1649169	Bacteroidota	Taibaiella	Taibaiella soli
Pcub-SC1982_071_000027.1	MCG9910051.1	77.3	242	244	247	4.84e-137	1	242	1	242		N/A	N/A	N/A
Pcub-SC1982_071_000028.1	MCG9909976.1	27.4	285	571	346	1.16e-22	1	274	1	278		N/A	N/A	N/A
Pcub-SC1982_071_000029.1	WP_091512044.1	75.5	433	1662	435	1.04e-224	1	433	1	433	998;927664	Bacteroidota	Flexibacter	Flexibacter flexilis
Pcub-SC1982_071_000030.1	MCL4814791.1	47.7	375	383	668	2.64e-105	14	379	309	668		N/A	N/A	N/A
Pcub-SC1982_071_000031.1	MBX3724539.1	39.4	137	148	167	1.90e-20	8	135	10	146		N/A	N/A	N/A
Pcub-SC1982_071_000032.1	MCG9910058.1	76.6	548	563	564	5.71e-312	16	563	18	564		N/A	N/A	N/A
Pcub-SC1982_071_000046.1	MCG9910061.1	76.3	455	472	462	1.38e-261	11	465	10	462		N/A	N/A	N/A
Pcub-SC1982_071_000045.1	WP_095838269.1	64.6	302	302	302	2.00e-143	1	302	1	302	79328;2033437;2849666	Bacteroidota	Chitinophaga	Chitinophaga sp. MD30;Chitinophaga pendula
Pcub-SC1982_071_000044.1	MBL7856825.1	39.8	128	144	159	1.21e-21	15	140	31	157		N/A	N/A	N/A
Pcub-SC1982_071_000043.1	MDT3407893.1	45.1	697	640	706	3.32e-197	1	636	1	696		N/A	N/A	N/A
Pcub-SC1982_071_000041.1	MCG9910062.1	87.2	335	381	335	3.34e-219	46	380	1	335		N/A	N/A	N/A
Pcub-SC1982_071_000040.1	MCG9910063.1	71.9	381	381	409	1.14e-207	1	381	30	408		N/A	N/A	N/A
Pcub-SC1982_071_000039.1	MCG9910064.1	86.0	229	273	238	2.30e-145	44	272	10	238		N/A	N/A	N/A
Pcub-SC1982_071_000033.1	MCG9910066.1	66.8	229	231	256	3.15e-106	1	229	27	255		N/A	N/A	N/A
Pcub-SC1982_071_000034.1	MDX2286666.1	49.2	1187	1575	1755	0.0	270	1450	531	1705		N/A	N/A	N/A
Pcub-SC1982_071_000035.1	MCG9910068.1	60.0	125	129	129	6.82e-53	5	129	5	129		N/A	N/A	N/A
Pcub-SC1982_071_000036.1	MCG9910069.1	58.8	451	450	453	1.40e-182	1	449	1	449		N/A	N/A	N/A
Phum-OR502AA_015_000074.1	CAI5736024.1	70.6	367	377	773	3.07e-149	7	335	229	595	86335	Oomycota	Peronospora	Peronospora destructor
Phum-OR502AA_015_000075.1	KAG6612066.1	90.1	203	203	196	4.77e-126	1	203	1	196	4785	Oomycota	Phytophthora	Phytophthora cinnamomi
Phum-OR502AA_015_000347.1	KAG6960141.1	74.1	997	991	985	0.0	4	987	3	983	2496075	Oomycota	Phytophthora	Phytophthora aleatoria
Phum-OR502AA_015_000076.1	XP_008900051.1	79.4	378	360	389	1.61e-178	9	358	7	380	4792;761204;1317063;1317064;1317065;1317066	Oomycota	Phytophthora	Phytophthora nicotianae
Phum-OR502AA_015_000346.1	KAH7487671.1	85.0	361	361	363	4.97e-218	1	361	1	361	164328	Oomycota	Phytophthora	Phytophthora ramorum
Phum-OR502AA_015_000077.1	KAE8884357.1	92.1	266	267	267	6.76e-173	1	266	1	266	53985	Oomycota	Phytophthora	Phytophthora fragariae
Phum-OR502AA_015_000345.1	KAG6611989.1	87.4	484	484	484	7.37e-307	1	484	1	484	4785	Oomycota	Phytophthora	Phytophthora cinnamomi
Phum-OR502AA_015_000078.1	KAG6611989.1	87.4	484	484	484	7.37e-307	1	484	1	484	4785	Oomycota	Phytophthora	Phytophthora cinnamomi
Phum-OR502AA_015_000344.1	KAE8884357.1	92.1	266	267	267	6.76e-173	1	266	1	266	53985	Oomycota	Phytophthora	Phytophthora fragariae
Phum-OR502AA_015_000079.1	KAH7487671.1	85.0	361	361	363	4.97e-218	1	361	1	361	164328	Oomycota	Phytophthora	Phytophthora ramorum
Phum-OR502AA_015_000080.1	KAH7487672.1	74.1	193	169	193	1.76e-84	1	169	1	193	164328	Oomycota	Phytophthora	Phytophthora ramorum
Phum-OR502AA_015_000081.1	GMF31752.1	83.1	77	171	186	1.23e-37	95	171	103	179	2077276	Oomycota	Phytophthora	Phytophthora lilii
Phum-OR502AA_015_000343.1	RMX66992.1	82.8	297	293	298	2.35e-155	1	292	1	297	542832	Oomycota	Peronospora	Peronospora effusa
Phum-OR502AA_015_000342.1	KAE8936502.1	62.2	74	76	174	3.65e-20	3	76	51	124	53985	Oomycota	Phytophthora	Phytophthora fragariae
Phum-OR502AA_015_000340.1	CAI5736024.1	49.8	400	287	773	2.12e-88	17	276	165	564	86335	Oomycota	Peronospora	Peronospora destructor
Phum-OR502AA_015_000339.1	GMF43458.1	87.2	78	110	290	9.93e-41	1	78	172	249	2077276	Oomycota	Phytophthora	Phytophthora lilii
Phum-OR502AA_015_000338.1	GMF43458.1	81.2	69	86	290	1.01e-31	17	85	76	144	2077276	Oomycota	Phytophthora	Phytophthora lilii
Phum-OR502AA_015_000337.1	CCF43992.1	86.3	95	282	481	6.70e-45	113	207	325	419	80884	Ascomycota	Colletotrichum	Colletotrichum higginsianum
Phum-OR502AA_015_000335.1	KAF6830498.1	92.5	147	198	346	1.79e-100	1	147	132	278	2175873;2175906	Ascomycota	Colletotrichum	Colletotrichum musicola;Colletotrichum plurivorum
Phum-OR502AA_022_000026.1	XP_009538857.1	68.6	159	337	657	3.08e-60	71	218	1	159	67593	Oomycota	Phytophthora	Phytophthora sojae
Phum-OR502AA_022_000027.1	KAH6687277.1	67.7	192	185	565	1.84e-79	1	185	303	493	936078	Ascomycota	Plectosphaerella	Plectosphaerella plurivora
