id	source	Description
Peff-26_005_000114.1	eggnog	domain-containing protein
Peff-26_005_000555.1	blastp	Homology to Peronospora effusa predicted protein RMX67414.1
Peff-26_005_000115.1	eggnog	alpha/beta hydrolase fold
Peff-26_005_000554.1	eggnog	Glycosyl hydrolase family 1
Peff-26_005_000116.1	eggnog	Las17-binding protein actin regulator
Peff-26_005_000553.1	eggnog	Component of the Mediator complex, a coactivator involved in the regulated transcription of nearly all RNA polymerase II-dependent genes
Peff-26_005_000117.1	eggnog	Belongs to the peroxisomal membrane protein PXMP2 4 family
Peff-26_005_000552.1	eggnog	Las17-binding protein actin regulator
Peff-26_005_000118.1	eggnog	domain-containing protein
Peff-26_005_000119.1	eggnog	O-methyltransferase
Peff-26_005_000551.1	eggnog	Serine carboxypeptidase
Peff-26_005_000120.1	eggnog	Mib_herc2
Peff-26_005_000121.1	eggnog	Type I phosphodiesterase / nucleotide pyrophosphatase
Peff-26_005_000550.1	eggnog	Leucine-rich repeat
Peff-26_005_000122.1	eggnog	ubiquitinyl hydrolase activity
Peff-26_005_000123.1	eggnog	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region
Peff-26_005_000549.1	eggnog	domain-containing protein
Peff-26_005_000124.1	eggnog	domain-containing protein
Peff-26_005_000125.1	eggnog	domain-containing protein
Peff-26_005_000548.1	eggnog	Tricarboxylate carrier
Peff-26_005_000547.1	eggnog	GNS1/SUR4 family
Peff-26_005_000546.1	eggnog	Serpentine type 7TM GPCR chemoreceptor Srsx
Peff-26_005_000545.1	blastp	Homology to Peronospora effusa predicted protein UIZ29227.1
Peff-26_005_000544.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000543.1	interproscan	PTHR15146 domain-containing protein
Peff-26_005_000126.1	eggnog	domain-containing protein
Peff-26_005_000542.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000541.1	blastp	Homology to Peronospora effusa predicted protein UIZ29456.1
Peff-26_005_000127.1	eggnog	Succinate dehydrogenase/Fumarate reductase transmembrane subunit
Peff-26_005_000128.1	eggnog	DUF1771
Peff-26_005_000540.1	eggnog	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
Peff-26_005_000539.1	eggnog	C2H2-type zinc finger
Peff-26_005_000538.1	eggnog	Glycosyl hydrolase family 1
Peff-26_005_000537.1	eggnog	domain-containing protein
Peff-26_005_000129.1	eggnog	ER lumen protein retaining receptor
Peff-26_005_000536.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Peff-26_005_000535.1	blastp	Homology to Peronospora effusa predicted protein RMX64239.1
Peff-26_005_000130.1	eggnog	Hermansky-Pudlak syndrome 3
Peff-26_005_000534.1	blastp	Homology to Peronospora effusa predicted protein UIZ29644.1
Peff-26_005_000533.1	eggnog	Uncharacterized conserved protein (DUF2039)
Peff-26_005_000532.1	eggnog	Succinate dehydrogenase/Fumarate reductase transmembrane subunit
Peff-26_005_000131.1	blastp	Homology to Peronospora effusa predicted protein RQM14746.1
Peff-26_005_000132.1	blastp	Homology to Peronospora effusa predicted protein CAI5701737.1
Peff-26_005_000531.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Peff-26_005_000133.1	eggnog	LsmAD
Peff-26_005_000530.1	blastp	Homology to Peronospora effusa predicted protein RQM14767.1
Peff-26_005_000134.1	eggnog	domain-containing protein
Peff-26_005_000529.1	eggnog	domain-containing protein
Peff-26_005_000528.1	eggnog	dihydroceramide kinase activity
Peff-26_005_000527.1	eggnog	DHHC palmitoyltransferase
Peff-26_005_000135.1	eggnog	BT1 family
Peff-26_005_000136.1	eggnog	Peptidyl-prolyl isomerase FKBP12. Source PGD
Peff-26_005_000526.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000525.1	blastp	Homology to Peronospora effusa predicted protein CAI5701770.1
Peff-26_005_000524.1	eggnog	domain-containing protein
Peff-26_005_000137.1	eggnog	Peroxisomal membrane protein (Pex16)
Peff-26_005_000138.1	eggnog	Peroxisomal membrane protein (Pex16)
Peff-26_005_000523.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000522.1	eggnog	Belongs to the peptidase C19 family
Peff-26_005_000139.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000140.1	blastp	Homology to Peronospora farinosa;Peronospora effusa predicted protein RMX68831.1
Peff-26_005_000521.1	eggnog	domain-containing protein
Peff-26_005_000520.1	eggnog	ABC1 family
Peff-26_005_000519.1	eggnog	Myosin head (motor domain)
Peff-26_005_000518.1	eggnog	domain-containing protein
Peff-26_005_000517.1	blastp	Homology to Peronospora effusa predicted protein UIZ29948.1
Peff-26_005_000516.1	eggnog	phosphoprotein phosphatase activity
Peff-26_005_000141.1	eggnog	domain-containing protein
Peff-26_005_000142.1	eggnog	Maf-like protein
Peff-26_005_000515.1	eggnog	MBOAT, membrane-bound O-acyltransferase family
Peff-26_005_000143.1	eggnog	MBOAT, membrane-bound O-acyltransferase family
Peff-26_005_000514.1	eggnog	domain-containing protein
Peff-26_005_000144.1	eggnog	domain-containing protein
Peff-26_005_000513.1	blastp	Homology to Peronospora effusa predicted protein CAI5701794.1
Peff-26_005_000145.1	eggnog	domain-containing protein
Peff-26_005_000146.1	blastp	Homology to Peronospora effusa predicted protein CAI5701796.1
Peff-26_005_000147.1	blastp	Homology to Peronospora effusa predicted protein RMX64404.1
Peff-26_005_000512.1	eggnog	DNA binding
Peff-26_005_000148.1	eggnog	Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands
Peff-26_005_000149.1	eggnog	Ubiquitin-conjugating enzyme E2, catalytic domain homologues
Peff-26_005_000511.1	blastp	Homology to Peronospora effusa predicted protein CAI5701801.1
Peff-26_005_000150.1	eggnog	domain-containing protein
Peff-26_005_000510.1	eggnog	Cytidylyltransferase-like
Peff-26_005_000151.1	eggnog	D-Tyr-tRNA(Tyr) deacylase
Peff-26_005_000152.1	eggnog	Mis12 protein
Peff-26_005_000509.1	interproscan	PTHR36987 domain-containing protein
Peff-26_005_000153.1	eggnog	ATPase family associated with various cellular activities (AAA)
Peff-26_005_000508.1	eggnog	PPIases accelerate the folding of proteins
Peff-26_005_000154.1	eggnog	SNF5 / SMARCB1 / INI1
Peff-26_005_000507.1	eggnog	domain-containing protein
Peff-26_005_000155.1	blastp	Homology to Peronospora effusa predicted protein CAI5701811.1
Peff-26_005_000506.1	eggnog	Mature-T-Cell Proliferation I type
Peff-26_005_000505.1	eggnog	COPI associated protein
Peff-26_005_000504.1	blastp	Homology to Peronospora effusa predicted protein CAI5701814.1
Peff-26_005_000156.1	eggnog	positive regulation of microtubule nucleation
Peff-26_005_000157.1	eggnog	domain-containing protein
Peff-26_005_000158.1	eggnog	domain-containing protein
Peff-26_005_000159.1	eggnog	Tetratricopeptide repeat
Peff-26_005_000503.1	eggnog	domain-containing protein
Peff-26_005_000160.1	interproscan	PTHR40849 domain-containing protein
Peff-26_005_000502.1	eggnog	domain-containing protein
Peff-26_005_000161.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2984744.1
Peff-26_005_000501.1	blastp	Homology to Peronospora effusa predicted protein CAI5701826.1
Peff-26_005_000500.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000162.1	eggnog	domain-containing protein
Peff-26_005_000499.1	eggnog	Lipopolysaccharide kinase (Kdo/WaaP) family
Peff-26_005_000498.1	blastp	Homology to Peronospora effusa predicted protein RQM13496.1
Peff-26_005_000497.1	eggnog	Transglutaminase elicitor
Peff-26_005_000496.1	eggnog	DegT/DnrJ/EryC1/StrS aminotransferase family
Peff-26_005_000495.1	eggnog	Transglutaminase elicitor
Peff-26_005_000163.1	eggnog	Found in Skp1 protein family
Peff-26_005_000494.1	eggnog	RNA transport
Peff-26_005_000493.1	eggnog	Nup85 Nucleoporin
Peff-26_005_000492.1	eggnog	Domain found in IF2B/IF5
Peff-26_005_000491.1	eggnog	MuDR family transposase
Peff-26_005_000164.1	blastp	Homology to Peronospora effusa predicted protein UIZ29222.1
Peff-26_005_000490.1	eggnog	ubiquitin-protein transferase activity
Peff-26_005_000165.1	eggnog	Binds the poly(A) tail of mRNA
Peff-26_005_000166.1	eggnog	domain-containing protein
Peff-26_005_000167.1	eggnog	Prephenate dehydratase
Peff-26_005_000489.1	blastp	Homology to Peronospora effusa predicted protein RMX66225.1
Peff-26_005_000488.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000168.1	eggnog	Organic solute transporter Ostalpha
Peff-26_005_000487.1	eggnog	Condensin complex subunit 2
Peff-26_005_000169.1	eggnog	Ankyrin repeat
Peff-26_005_000486.1	blastp	Homology to Peronospora effusa predicted protein RMX66239.1
Peff-26_005_000170.1	blastp	Homology to Peronospora effusa predicted protein RMX63087.1
Peff-26_005_000171.1	eggnog	Uncharacterised protein family UPF0047
Peff-26_005_000485.1	blastp	Homology to Peronospora effusa predicted protein CAI5701855.1
Peff-26_005_000172.1	eggnog	Dephospho-CoA kinase
Peff-26_005_000484.1	eggnog	domain-containing protein
Peff-26_005_000483.1	eggnog	YEATS family
Peff-26_005_000173.1	eggnog	domain-containing protein
Peff-26_005_000482.1	eggnog	Domain of unknown function (DUF543)
Peff-26_005_000174.1	eggnog	domain-containing protein
Peff-26_005_000175.1	eggnog	domain-containing protein
Peff-26_005_000481.1	blastp	Homology to Peronospora effusa predicted protein RMX63097.1
Peff-26_005_000480.1	eggnog	UAA transporter family
Peff-26_005_000479.1	eggnog	Prephenate dehydratase
Peff-26_005_000176.1	eggnog	Prephenate dehydratase
Peff-26_005_000177.1	blastp	Homology to Peronospora effusa predicted protein RMX68875.1
Peff-26_005_000178.1	eggnog	domain-containing protein
Peff-26_005_000478.1	eggnog	BT1 family
Peff-26_005_000179.1	eggnog	BT1 family
Peff-26_005_000180.1	eggnog	Stage V sporulation protein AD (SpoVAD)
Peff-26_005_000477.1	eggnog	Ribosomal protein S8e
Peff-26_005_000181.1	eggnog	domain-containing protein
Peff-26_005_000476.1	blastp	Homology to Peronospora effusa predicted protein CAI5702676.1
Peff-26_005_000182.1	eggnog	DNA mismatch repair protein Mlh1 C-terminus
Peff-26_005_000183.1	eggnog	domain-containing protein
Peff-26_005_000184.1	eggnog	Aldose 1-epimerase
Peff-26_005_000475.1	eggnog	Aldose 1-epimerase
Peff-26_005_000474.1	eggnog	transposition, RNA-mediated
Peff-26_005_000185.1	eggnog	Aldose 1-epimerase
Peff-26_005_000186.1	eggnog	Aldose 1-epimerase
Peff-26_005_000473.1	eggnog	dolichyl monophosphate biosynthetic process
Peff-26_005_000472.1	eggnog	Prephenate dehydrogenase
Peff-26_005_000187.1	eggnog	Cellulase (glycosyl hydrolase family 5)
Peff-26_005_000188.1	blastp	Homology to Peronospora effusa predicted protein RMX68120.1
Peff-26_005_000189.1	eggnog	RNA-binding component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome
Peff-26_005_000190.1	eggnog	domain-containing protein
Peff-26_005_000471.1	eggnog	Protein of unknown function (DUF445)
Peff-26_005_000191.1	eggnog	domain-containing protein
Peff-26_005_000470.1	eggnog	domain-containing protein
Peff-26_005_000469.1	blastp	Homology to Peronospora effusa predicted protein RMX63108.1
Peff-26_005_000468.1	eggnog	Binds to the signal sequence of presecretory protein when they emerge from the ribosomes and transfers them to TRAM (translocating chain-associating membrane protein)
Peff-26_005_000192.1	eggnog	domain-containing protein
Peff-26_005_000467.1	eggnog	DHHC palmitoyltransferase
Peff-26_005_000193.1	eggnog	Ankyrin repeats (many copies)
Peff-26_005_000466.1	eggnog	Anaphase-promoting complex, cyclosome, subunit 4
Peff-26_005_000194.1	eggnog	domain-containing protein
Peff-26_005_000195.1	blastp	Homology to Peronospora effusa predicted protein RMX65166.1
Peff-26_005_000196.1	blastp	Homology to Peronospora effusa predicted protein UIZ29686.1
Peff-26_005_000465.1	interproscan	G3DSA:1.25.40.10 domain-containing protein
Peff-26_005_000464.1	eggnog	PI31 proteasome regulator N-terminal
Peff-26_005_000463.1	interproscan	PTHR13056 domain-containing protein
Peff-26_005_000462.1	eggnog	domain-containing protein
Peff-26_005_000197.1	eggnog	domain-containing protein
Peff-26_005_000461.1	eggnog	Ribonuclease-III-like
Peff-26_005_000460.1	eggnog	Ribosomal L32p protein family
Peff-26_005_000198.1	eggnog	domain-containing protein
Peff-26_005_000199.1	eggnog	Removes the phosphate from trehalose 6-phosphate to produce free trehalose
Peff-26_005_000200.1	eggnog	Taurine catabolism dioxygenase TauD, TfdA family
Peff-26_005_000201.1	eggnog	Type I phosphodiesterase / nucleotide pyrophosphatase
Peff-26_005_000459.1	eggnog	Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold
Peff-26_005_000202.1	eggnog	domain-containing protein
Peff-26_005_000458.1	eggnog	PHD zinc finger
Peff-26_005_000203.1	interproscan	PTHR31569 domain-containing protein
Peff-26_005_000457.1	eggnog	Crinkler (CRN) family protein
Peff-26_005_000456.1	eggnog	3'5'-cyclic nucleotide phosphodiesterase
Peff-26_005_000204.1	eggnog	PSP1 C-terminal conserved region
Peff-26_005_000205.1	eggnog	Rho guanyl-nucleotide exchange factor activity
Peff-26_005_000206.1	eggnog	FYVE, RhoGEF and PH
Peff-26_005_000207.1	eggnog	FYVE, RhoGEF and PH
Peff-26_005_000208.1	eggnog	Protein present in Fab1, YOTB, Vac1, and EEA1
Peff-26_005_000209.1	eggnog	Microtubule binding
Peff-26_005_000455.1	eggnog	Proteasome subunit A N-terminal signature
Peff-26_005_000210.1	eggnog	Polysaccharide deacetylase
Peff-26_005_000454.1	eggnog	SNARE complex assembly
Peff-26_005_000211.1	eggnog	Phosphatidylinositol 3- and 4-kinase
Peff-26_005_000212.1	eggnog	Ribosomal protein L11 methyltransferase (PrmA)
Peff-26_005_000453.1	eggnog	Ferrous iron transport protein B
Peff-26_005_000213.1	eggnog	Phosphatidylinositol N-acetylglucosaminyltransferase
Peff-26_005_000214.1	eggnog	domain-containing protein
Peff-26_005_000452.1	eggnog	JmjC domain, hydroxylase
Peff-26_005_000451.1	eggnog	JmjC domain, hydroxylase
Peff-26_005_000450.1	eggnog	ADP-ribosylation factor family. Source PGD
Peff-26_005_000449.1	eggnog	Integrator complex subunit 3
Peff-26_005_000448.1	eggnog	Leucine Rich repeat
Peff-26_005_000447.1	eggnog	Leucine Rich repeat
Peff-26_005_000215.1	eggnog	Citrate transporter
Peff-26_005_000446.1	eggnog	Vps52 / Sac2 family
Peff-26_005_000445.1	eggnog	domain-containing protein
Peff-26_005_000216.1	blastp	Homology to Peronospora effusa predicted protein RQM18026.1
Peff-26_005_000444.1	eggnog	Transcription factor DP
Peff-26_005_000217.1	eggnog	Mago nashi protein
Peff-26_005_000218.1	eggnog	ADP-ribosylation factor family
Peff-26_005_000443.1	eggnog	ORMDL family
Peff-26_005_000219.1	eggnog	ER-Golgi trafficking TRAPP I complex 85 kDa subunit
Peff-26_005_000442.1	eggnog	regulation of centriole replication
Peff-26_005_000441.1	eggnog	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network
Peff-26_005_000440.1	eggnog	domain-containing protein
Peff-26_005_000220.1	eggnog	pre-mRNA processing factor 4 (PRP4) like
Peff-26_005_000439.1	eggnog	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway
Peff-26_005_000221.1	blastp	Homology to Peronospora farinosa predicted protein CAH0488063.1
Peff-26_005_000222.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000438.1	eggnog	Vps5 C terminal like
Peff-26_005_000223.1	eggnog	CT11-RanBPM
Peff-26_005_000437.1	interproscan	PTHR16057 domain-containing protein
Peff-26_005_000224.1	blastp	Homology to Peronospora farinosa predicted protein CAH0488058.1
Peff-26_005_000436.1	eggnog	Sodium/calcium exchanger protein
Peff-26_005_000225.1	eggnog	Helicase associated domain (HA2) Add an annotation
Peff-26_005_000435.1	eggnog	voltage-gated potassium channel activity
Peff-26_005_000434.1	eggnog	voltage-gated potassium channel activity
Peff-26_005_000226.1	eggnog	domain-containing protein
Peff-26_005_000227.1	eggnog	Transcription initiation factor IID, 18kD subunit
Peff-26_005_000228.1	blastp	Homology to Peronospora effusa predicted protein CAI5702770.1
Peff-26_005_000229.1	eggnog	ASF1 like histone chaperone
Peff-26_005_000433.1	eggnog	Belongs to the class I-like SAM-binding methyltransferase superfamily
Peff-26_005_000432.1	eggnog	Ribosomal protein L24e
Peff-26_005_000230.1	eggnog	Alanine-glyoxylate amino-transferase
Peff-26_005_000231.1	eggnog	Alanine-glyoxylate amino-transferase
Peff-26_005_000431.1	interproscan	G3DSA:1.25.40.10 domain-containing protein
Peff-26_005_000232.1	eggnog	3' exoribonuclease family, domain 1
Peff-26_005_000233.1	eggnog	3' exoribonuclease family, domain 1
Peff-26_005_000234.1	eggnog	CCAAT-Binding transcription Factor
Peff-26_005_000430.1	eggnog	domain-containing protein
Peff-26_005_000235.1	blastp	Homology to Peronospora effusa predicted protein RMX62031.1
Peff-26_005_000429.1	eggnog	WD40 repeats
Peff-26_005_000236.1	eggnog	Photosystem II 12 kDa extrinsic protein (PsbU)
Peff-26_005_000428.1	eggnog	Squalene epoxidase
Peff-26_005_000237.1	eggnog	domain-containing protein
Peff-26_005_000427.1	eggnog	domain-containing protein
Peff-26_005_000238.1	eggnog	3'-5' exonuclease
Peff-26_005_000239.1	eggnog	domain-containing protein
Peff-26_005_000426.1	eggnog	Mannosyltransferase (PIG-M)
Peff-26_005_000240.1	eggnog	assists the folding of proteins upon ATP hydrolysis
Peff-26_005_000425.1	eggnog	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate
Peff-26_005_000424.1	blastp	Homology to Peronospora effusa predicted protein UIZ29717.1
Peff-26_005_000241.1	eggnog	Rab subfamily of small GTPases
Peff-26_005_000242.1	eggnog	Belongs to the class I-like SAM-binding methyltransferase superfamily
Peff-26_005_000423.1	eggnog	Rab3 GTPase-activating protein regulatory subunit N-terminus
Peff-26_005_000243.1	blastp	Homology to Peronospora effusa predicted protein RQM14147.1
Peff-26_005_000422.1	blastp	Homology to Peronospora farinosa;Peronospora effusa predicted protein RMX64729.1
Peff-26_005_000421.1	eggnog	Major Facilitator Superfamily
Peff-26_005_000244.1	interproscan	PTHR15549 domain-containing protein
Peff-26_005_000420.1	eggnog	polyadenylation-dependent snoRNA 3'-end processing
Peff-26_005_000245.1	eggnog	domain-containing protein
Peff-26_005_000246.1	eggnog	domain-containing protein
Peff-26_005_000419.1	eggnog	RNA recognition motif
Peff-26_005_000247.1	eggnog	Ubiquitin-2 like Rad60 SUMO-like
Peff-26_005_000418.1	interproscan	PTHR12242 domain-containing protein
Peff-26_005_000248.1	eggnog	Cwf15/Cwc15 cell cycle control protein
Peff-26_005_000417.1	blastp	Homology to Peronospora effusa predicted protein UIZ29583.1
Peff-26_005_000416.1	eggnog	Peptidyl-tRNA hydrolase
Peff-26_005_000415.1	interproscan	PTHR40280 domain-containing protein
Peff-26_005_000249.1	blastp	Homology to Peronospora effusa predicted protein UIZ29587.1
Peff-26_005_000250.1	eggnog	microtubule nucleation by interphase microtubule organizing center
Peff-26_005_000414.1	eggnog	Helicase associated domain (HA2) Add an annotation
Peff-26_005_000251.1	eggnog	Nuclear segregation protein
Peff-26_005_000413.1	eggnog	domain-containing protein
Peff-26_005_000252.1	eggnog	domain-containing protein
Peff-26_005_000253.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000412.1	interproscan	PTHR22538 domain-containing protein
Peff-26_005_000254.1	interproscan	PTHR31827 domain-containing protein
Peff-26_005_000411.1	eggnog	domain-containing protein
Peff-26_005_000410.1	eggnog	Apicomplexan specific region near N-terminus
Peff-26_005_000409.1	eggnog	Leucine-rich repeat
Peff-26_005_000255.1	blastp	Homology to Peronospora effusa predicted protein UIZ29668.1
Peff-26_005_000256.1	eggnog	Secreted RxLR effector peptide protein
Peff-26_005_000408.1	eggnog	Protein tyrosine kinase
Peff-26_005_000257.1	blastp	Homology to Peronospora effusa predicted protein UIZ29663.1
Peff-26_005_000258.1	eggnog	nicotinate phosphoribosyltransferase activity
Peff-26_005_000407.1	eggnog	Transmembrane protein 18
Peff-26_005_000259.1	blastp	Homology to Peronospora effusa predicted protein UIZ29245.1
Peff-26_005_000260.1	blastp	Homology to Peronospora effusa predicted protein UIZ29251.1
Peff-26_005_000261.1	blastp	Homology to Peronospora effusa predicted protein UIZ29248.1
Peff-26_005_000262.1	blastp	Homology to Peronospora effusa predicted protein UIZ29250.1
Peff-26_005_000263.1	blastp	Homology to Peronospora farinosa predicted protein CAI5739158.1
Peff-26_005_000264.1	blastp	Homology to Peronospora effusa predicted protein UIZ29906.1
Peff-26_005_000265.1	blastp	Homology to Peronospora farinosa predicted protein CAI5739158.1
Peff-26_005_000266.1	blastp	Homology to Peronospora effusa predicted protein UIZ29320.1
Peff-26_005_000406.1	eggnog	domain-containing protein
Peff-26_005_000267.1	eggnog	Type III restriction enzyme, res subunit
Peff-26_005_000405.1	eggnog	SIT4 phosphatase-associated protein
Peff-26_005_000268.1	eggnog	domain-containing protein
Peff-26_005_000404.1	eggnog	May play a role in vesicular transport from endoplasmic reticulum to Golgi
Peff-26_005_000269.1	blastp	Homology to Peronospora effusa predicted protein RMX62558.1
Peff-26_005_000270.1	eggnog	Deoxyribonuclease II
Peff-26_005_000271.1	eggnog	Deoxyribonuclease II
Peff-26_005_000403.1	eggnog	Homoserine dehydrogenase
Peff-26_005_000272.1	eggnog	major facilitator superfamily
Peff-26_005_000402.1	eggnog	calcium ion binding
Peff-26_005_000273.1	interproscan	G3DSA:3.80.10.10 domain-containing protein
Peff-26_005_000274.1	eggnog	Protein of unknown function (DUF726)
Peff-26_005_000275.1	eggnog	domain-containing protein
Peff-26_005_000276.1	eggnog	PH domain associated with Beige/BEACH
Peff-26_005_000277.1	eggnog	116 kDa U5 small nuclear ribonucleoprotein component N-terminus
Peff-26_005_000278.1	eggnog	domain-containing protein
Peff-26_005_000401.1	eggnog	Uncharacterized ACR, COG1678
Peff-26_005_000279.1	blastp	Homology to Peronospora effusa predicted protein CAI5716608.1
Peff-26_005_000400.1	eggnog	domain-containing protein
Peff-26_005_000399.1	eggnog	domain-containing protein
Peff-26_005_000280.1	interproscan	SSF50978 domain-containing protein
Peff-26_005_000281.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000398.1	eggnog	domain-containing protein
Peff-26_005_000282.1	eggnog	TB2/DP1, HVA22 family
Peff-26_005_000283.1	eggnog	NMDA receptor-regulated protein 1
Peff-26_005_000397.1	eggnog	Protein of unknown function (DUF3712)
Peff-26_005_000284.1	interproscan	PTHR23164 domain-containing protein
Peff-26_005_000285.1	blastp	Homology to Peronospora effusa predicted protein RQM13325.1
Peff-26_005_000286.1	blastp	Homology to Peronospora effusa predicted protein RMX63320.1
Peff-26_005_000396.1	eggnog	domain-containing protein
Peff-26_005_000287.1	eggnog	Protein of unknown function (DUF3522)
Peff-26_005_000288.1	eggnog	Acid phosphatase homologues
Peff-26_005_000289.1	blastp	Homology to Peronospora effusa predicted protein RQM13348.1
Peff-26_005_000395.1	eggnog	motor activity
Peff-26_005_000290.1	eggnog	nucleotide-sugar transmembrane transporter activity
Peff-26_005_000394.1	blastp	Homology to Peronospora farinosa predicted protein CAH0487102.1
Peff-26_005_000393.1	eggnog	Essential component of the cytosolic iron-sulfur (Fe S) protein assembly machinery
Peff-26_005_000291.1	eggnog	Homeodomain
Peff-26_005_000292.1	blastp	Homology to Peronospora effusa predicted protein RQM11736.1
Peff-26_005_000392.1	eggnog	Phosphate acyltransferases
Peff-26_005_000391.1	eggnog	PPR repeat
Peff-26_005_000390.1	eggnog	histone-lysine N-methyltransferase activity
Peff-26_005_000389.1	eggnog	Domain of unknown function (DUF4539)
Peff-26_005_000388.1	blastp	Homology to Peronospora effusa predicted protein RQM13281.1
Peff-26_005_000293.1	eggnog	histone-lysine N-methyltransferase activity
Peff-26_005_000294.1	blastp	Homology to Peronospora effusa predicted protein RMX66472.1
Peff-26_005_000387.1	eggnog	domain-containing protein
Peff-26_005_000295.1	interproscan	G3DSA:1.25.40.20 domain-containing protein
Peff-26_005_000386.1	eggnog	Histone H3
Peff-26_005_000385.1	eggnog	domain-containing protein
Peff-26_005_000384.1	eggnog	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily
Peff-26_005_000383.1	blastp	Homology to Peronospora effusa predicted protein RMX66453.1
Peff-26_005_000296.1	eggnog	Rab subfamily of small GTPases
Peff-26_005_000297.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000298.1	eggnog	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)
Peff-26_005_000382.1	eggnog	PRELI-like family
Peff-26_005_000299.1	eggnog	Delta-aminolevulinic acid dehydratase
Peff-26_005_000300.1	eggnog	WHEP-TRS
Peff-26_005_000381.1	eggnog	polynucleotide adenylyltransferase activity
Peff-26_005_000380.1	eggnog	domain-containing protein
Peff-26_005_000379.1	blastp	Homology to Peronospora effusa predicted protein CAI5702489.1
Peff-26_005_000378.1	eggnog	Domain present in PSD-95, Dlg, and ZO-1/2
Peff-26_005_000301.1	eggnog	WD40 repeats
Peff-26_005_000302.1	eggnog	Domain Homologous to E6-AP Carboxyl Terminus with
Peff-26_005_000377.1	interproscan	PTHR22538 domain-containing protein
Peff-26_005_000376.1	interproscan	PTHR22538 domain-containing protein
Peff-26_005_000375.1	eggnog	Ring finger
Peff-26_005_000303.1	eggnog	Rab guanyl-nucleotide exchange factor activity
Peff-26_005_000374.1	eggnog	domain-containing protein
Peff-26_005_000304.1	eggnog	domain-containing protein
Peff-26_005_000373.1	interproscan	G3DSA:1.20.1270.60 domain-containing protein
Peff-26_005_000372.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Peff-26_005_000371.1	interproscan	PTHR22538 domain-containing protein
Peff-26_005_000305.1	interproscan	PTHR22538 domain-containing protein
Peff-26_005_000370.1	eggnog	domain-containing protein
Peff-26_005_000369.1	eggnog	domain-containing protein
Peff-26_005_000306.1	eggnog	Endonuclease that specifically degrades the RNA of RNA- DNA hybrids
Peff-26_005_000307.1	eggnog	AAA domain (Cdc48 subfamily)
Peff-26_005_000308.1	unannotated	Hypothetical protein of unknown function
Peff-26_005_000309.1	interproscan	PTHR22538 domain-containing protein
Peff-26_005_000310.1	eggnog	domain-containing protein
Peff-26_005_000368.1	eggnog	LEM3 (ligand-effect modulator 3) family / CDC50 family
Peff-26_005_000311.1	eggnog	domain-containing protein
Peff-26_005_000367.1	eggnog	Vacuolar sorting protein 39 domain 1
Peff-26_005_000312.1	blastp	Homology to Peronospora effusa predicted protein RMX67510.1
Peff-26_005_000366.1	eggnog	Ankyrin repeats (many copies)
Peff-26_005_000313.1	eggnog	Homocysteine S-methyltransferase
Peff-26_005_000365.1	eggnog	ankyrin repeats
Peff-26_005_000314.1	eggnog	domain-containing protein
Peff-26_005_000364.1	eggnog	PhoX homologous domain, present in p47phox and p40phox
Peff-26_005_000315.1	eggnog	5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C)
Peff-26_005_000316.1	eggnog	domain-containing protein
Peff-26_005_000363.1	eggnog	YjgF/chorismate_mutase-like, putative endoribonuclease
Peff-26_005_000317.1	eggnog	Zinc-dependent metalloprotease
Peff-26_005_000362.1	eggnog	copper transporter
Peff-26_005_000361.1	eggnog	domain-containing protein
