id	source	Description
Pcub-SC1982_019_000190.1	interproscan	PTHR37473 domain-containing protein
Pcub-SC1982_019_000014.1	eggnog	Utp25, U3 small nucleolar RNA-associated SSU processome protein 25
Pcub-SC1982_019_000189.1	interproscan	G3DSA:2.60.120.920 domain-containing protein
Pcub-SC1982_019_000015.1	eggnog	Mitochondrial degradasome RNA helicase subunit C terminal
Pcub-SC1982_019_000188.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2769835.1
Pcub-SC1982_019_000016.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0475415.1
Pcub-SC1982_019_000187.1	eggnog	Catalytic subunit of the peripheral V1 complex of vacuolar ATPase (V-ATPase)
Pcub-SC1982_019_000186.1	eggnog	Mitochondrial calcium uniporter
Pcub-SC1982_019_000185.1	eggnog	Probable RNA and SrmB- binding site of polymerase A
Pcub-SC1982_019_000017.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000018.1	eggnog	Subtilase family
Pcub-SC1982_019_000019.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000020.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_019_000021.1	eggnog	domain-containing protein
Pcub-SC1982_019_000022.1	eggnog	Acyltransferase family
Pcub-SC1982_019_000184.1	eggnog	domain-containing protein
Pcub-SC1982_019_000023.1	eggnog	Domain of unknown function (DUF3523)
Pcub-SC1982_019_000024.1	eggnog	Domain of unknown function (DUF3523)
Pcub-SC1982_019_000025.1	eggnog	Leukotriene A4 hydrolase, C-terminal
Pcub-SC1982_019_000026.1	eggnog	Domain of unknown function (DUF3523)
Pcub-SC1982_019_000027.1	eggnog	Protein tyrosine kinase
Pcub-SC1982_019_000028.1	eggnog	Domain of unknown function (DUF3523)
Pcub-SC1982_019_000183.1	eggnog	Domain of unknown function (DUF3523)
Pcub-SC1982_019_000182.1	eggnog	domain-containing protein
Pcub-SC1982_019_000181.1	eggnog	Ribosomal prokaryotic L21 protein
Pcub-SC1982_019_000029.1	eggnog	positive regulation of translation initiation in response to endoplasmic reticulum stress
Pcub-SC1982_019_000180.1	interproscan	PTHR48029 domain-containing protein
Pcub-SC1982_019_000179.1	blastp	Homology to Phytophthora infestans predicted protein KAF4034879.1
Pcub-SC1982_019_000030.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_019_000031.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_019_000032.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000178.1	interproscan	G3DSA:2.40.160.200 domain-containing protein
Pcub-SC1982_019_000033.1	eggnog	14-3-3 protein
Pcub-SC1982_019_000034.1	blastp	Homology to Peronospora farinosa predicted protein CAH0486643.1
Pcub-SC1982_019_000035.1	eggnog	domain-containing protein
Pcub-SC1982_019_000177.1	eggnog	Histidine phosphatase superfamily (branch 1)
Pcub-SC1982_019_000176.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_019_000175.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_019_000174.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000173.1	eggnog	Belongs to the SWEET sugar transporter family
Pcub-SC1982_019_000172.1	eggnog	Belongs to the SWEET sugar transporter family
Pcub-SC1982_019_000036.1	blastp	Homology to Peronosclerospora sorghi predicted protein KAI9910011.1
Pcub-SC1982_019_000037.1	eggnog	Lung seven transmembrane receptor
Pcub-SC1982_019_000171.1	eggnog	domain-containing protein
Pcub-SC1982_019_000038.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_019_000170.1	eggnog	Domain in Tre-2, BUB2p, and Cdc16p
Pcub-SC1982_019_000039.1	eggnog	domain-containing protein
Pcub-SC1982_019_000040.1	blastp	Homology to Phytophthora idaei predicted protein KAG3088899.1
Pcub-SC1982_019_000169.1	blastp	Homology to Phytophthora lilii predicted protein GMF26621.1
Pcub-SC1982_019_000041.1	eggnog	domain-containing protein
Pcub-SC1982_019_000042.1	eggnog	C2H2-type zinc finger
Pcub-SC1982_019_000168.1	blastp	Homology to Peronospora effusa predicted protein CAI5712944.1
Pcub-SC1982_019_000043.1	eggnog	protein heterotrimerization
Pcub-SC1982_019_000167.1	eggnog	Cellulase (glycosyl hydrolase family 5)
Pcub-SC1982_019_000166.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000165.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000044.1	eggnog	Protein of unknown function (DUF98)
Pcub-SC1982_019_000164.1	eggnog	Ribosomal protein L34
Pcub-SC1982_019_000163.1	blastp	Homology to Phytophthora fragariae predicted protein KAE8888272.1
Pcub-SC1982_019_000162.1	eggnog	domain-containing protein
Pcub-SC1982_019_000161.1	eggnog	RNA recognition motif
Pcub-SC1982_019_000045.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000160.1	eggnog	Zinc-binding domain, present in Dystrophin, CREB-binding protein
Pcub-SC1982_019_000046.1	blastp	Homology to Phytophthora cactorum predicted protein KAF1774073.1
Pcub-SC1982_019_000159.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000158.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_019_000157.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_019_000156.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_019_000155.1	eggnog	domain-containing protein
Pcub-SC1982_019_000047.1	eggnog	domain-containing protein
Pcub-SC1982_019_000154.1	eggnog	histone-lysine N-methyltransferase activity
Pcub-SC1982_019_000048.1	eggnog	domain-containing protein
Pcub-SC1982_019_000049.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_019_000050.1	eggnog	Sugar efflux transporter for intercellular exchange
Pcub-SC1982_019_000153.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000051.1	eggnog	amino acid transporter
Pcub-SC1982_019_000052.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000053.1	eggnog	Eukaryotic aspartyl protease
Pcub-SC1982_019_000054.1	interproscan	PTHR31142 domain-containing protein
Pcub-SC1982_019_000055.1	eggnog	Protein tyrosine kinase
Pcub-SC1982_019_000056.1	interproscan	PTHR45615 domain-containing protein
Pcub-SC1982_019_000057.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000152.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000058.1	interproscan	PTHR41752 domain-containing protein
Pcub-SC1982_019_000151.1	eggnog	Coatomer WD associated region
Pcub-SC1982_019_000150.1	eggnog	Nuclear fragile X mental retardation-interacting protein 1 (NUFIP1)
Pcub-SC1982_019_000059.1	interproscan	PTHR34586 domain-containing protein
Pcub-SC1982_019_000149.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000148.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000147.1	blastp	Homology to Peronospora effusa predicted protein RMX63616.1
Pcub-SC1982_019_000146.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000145.1	interproscan	PTHR31827 domain-containing protein
Pcub-SC1982_019_000144.1	blastp	Homology to Peronospora destructor predicted protein CAI5742483.1
Pcub-SC1982_019_000060.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000143.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000061.1	blastp	Homology to Peronospora destructor predicted protein CAI5742483.1
Pcub-SC1982_019_000062.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000063.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000064.1	blastp	Homology to Phytophthora aleatoria predicted protein KAG6959333.1
Pcub-SC1982_019_000065.1	eggnog	mRNA biogenesis factor
Pcub-SC1982_019_000066.1	eggnog	domain-containing protein
Pcub-SC1982_019_000142.1	eggnog	Lipopolysaccharide kinase (Kdo/WaaP) family
Pcub-SC1982_019_000067.1	blastp	Homology to Phytophthora cactorum predicted protein KAG3017338.1
Pcub-SC1982_019_000141.1	eggnog	Zinc knuckle
Pcub-SC1982_019_000068.1	eggnog	Calcineurin-like phosphoesterase
Pcub-SC1982_019_000140.1	eggnog	Acyl CoA binding protein
Pcub-SC1982_019_000069.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000070.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000071.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000072.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000139.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000073.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000138.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000137.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000136.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000135.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000134.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000133.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_019_000132.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF79077.1
Pcub-SC1982_019_000074.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7375494.1
Pcub-SC1982_019_000075.1	blastp	Homology to Phytophthora fragariaefolia predicted protein GMF48571.1
Pcub-SC1982_019_000131.1	blastp	Homology to Phytophthora fragariaefolia predicted protein GMF48571.1
Pcub-SC1982_019_000130.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7375494.1
Pcub-SC1982_019_000076.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000077.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF79077.1
Pcub-SC1982_019_000078.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000129.1	blastp	Homology to Phytophthora cactorum predicted protein RAW34246.1
Pcub-SC1982_019_000079.1	eggnog	Poxvirus A32 protein
Pcub-SC1982_019_000128.1	blastp	Homology to Globisporangium splendens predicted protein KAF1319036.1
Pcub-SC1982_019_000080.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP03154.1
Pcub-SC1982_019_000081.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000127.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000082.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000083.1	blastp	Homology to Phytophthora nicotianae predicted protein ETM33565.1
Pcub-SC1982_019_000126.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000125.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000124.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000123.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000122.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000084.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000085.1	blastp	Homology to Phytophthora palmivora predicted protein POM67869.1
Pcub-SC1982_019_000086.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000087.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000121.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000088.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000089.1	blastp	Homology to Phytophthora palmivora predicted protein POM67869.1
Pcub-SC1982_019_000090.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000091.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000120.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000092.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000093.1	blastp	Homology to Phytophthora palmivora predicted protein POM73523.1
Pcub-SC1982_019_000094.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502860.1
Pcub-SC1982_019_000095.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000096.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_019_000119.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000118.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000097.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502860.1
Pcub-SC1982_019_000098.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000099.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_019_000117.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000116.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000100.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502860.1
Pcub-SC1982_019_000101.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000102.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_019_000115.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000114.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000103.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502860.1
Pcub-SC1982_019_000113.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000112.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000111.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000104.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000110.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_019_000105.1	blastp	Homology to Phytophthora kernoviae predicted protein KAG2502700.1
Pcub-SC1982_019_000106.1	blastp	Homology to Phytophthora kernoviae predicted protein RLN14502.1
Pcub-SC1982_019_000109.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_019_000107.1	blastp	Homology to Phytophthora kernoviae predicted protein RLN14502.1
Pcub-SC1982_019_000108.1	eggnog	transposition, RNA-mediated
Pcub-SC1982_020_000014.1	blastp	Homology to Phytophthora lilii predicted protein GMF35748.1
Pcub-SC1982_020_000013.1	blastp	Homology to Phytophthora fragariae predicted protein KAE8933467.1
Pcub-SC1982_020_000001.1	blastp	Homology to Phytophthora nicotianae predicted protein KUF79077.1
Pcub-SC1982_020_000002.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_020_000012.1	blastp	Homology to Phytophthora lilii predicted protein GMF10501.1
Pcub-SC1982_020_000003.1	eggnog	Poxvirus A32 protein
Pcub-SC1982_020_000011.1	blastp	Homology to Globisporangium splendens predicted protein KAF1319036.1
Pcub-SC1982_020_000004.1	blastp	Homology to Globisporangium splendens predicted protein KAF1319051.1
Pcub-SC1982_020_000005.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP03154.1
Pcub-SC1982_020_000006.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_020_000010.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_020_000009.1	blastp	Homology to Globisporangium splendens predicted protein KAF1314281.1
Pcub-SC1982_020_000007.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_020_000008.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000001.1	eggnog	Belongs to the glycosyl hydrolase 47 family
Pcub-SC1982_021_000275.1	eggnog	AAA domain (Cdc48 subfamily)
Pcub-SC1982_021_000002.1	eggnog	Phosphatidyl serine synthase
Pcub-SC1982_021_000003.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000004.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000274.1	eggnog	Interconversion of serine and glycine
Pcub-SC1982_021_000273.1	eggnog	arachidonic acid secretion
Pcub-SC1982_021_000005.1	eggnog	MatE
Pcub-SC1982_021_000006.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000007.1	eggnog	arachidonic acid secretion
Pcub-SC1982_021_000272.1	eggnog	Transcription initiation factor TFIID 23-30kDa subunit
Pcub-SC1982_021_000271.1	eggnog	FYVE zinc finger
Pcub-SC1982_021_000008.1	eggnog	CAP_GLY
Pcub-SC1982_021_000270.1	eggnog	NADH-ubiquinone reductase complex 1 MLRQ subunit
Pcub-SC1982_021_000269.1	eggnog	secreted RxLR effector peptide protein
Pcub-SC1982_021_000009.1	eggnog	secreted RxLR effector peptide protein
Pcub-SC1982_021_000010.1	eggnog	NADH-ubiquinone reductase complex 1 MLRQ subunit
Pcub-SC1982_021_000268.1	eggnog	CAP_GLY
Pcub-SC1982_021_000267.1	eggnog	NADH-ubiquinone reductase complex 1 MLRQ subunit
Pcub-SC1982_021_000011.1	eggnog	NADH-ubiquinone reductase complex 1 MLRQ subunit
Pcub-SC1982_021_000266.1	eggnog	NADH-ubiquinone reductase complex 1 MLRQ subunit
Pcub-SC1982_021_000012.1	eggnog	NADH-ubiquinone reductase complex 1 MLRQ subunit
Pcub-SC1982_021_000265.1	blastp	Homology to Phytophthora aleatoria predicted protein KAG6944929.1
Pcub-SC1982_021_000264.1	eggnog	PPR repeat
Pcub-SC1982_021_000263.1	blastp	Homology to Phytophthora cinnamomi predicted protein KAG6616337.1
Pcub-SC1982_021_000262.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0478928.1
Pcub-SC1982_021_000013.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0478928.1
Pcub-SC1982_021_000014.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0478928.1
Pcub-SC1982_021_000015.1	blastp	Homology to Peronospora belbahrii predicted protein CAH0478928.1
Pcub-SC1982_021_000016.1	blastp	Homology to Phytophthora cactorum predicted protein KAG2786370.1
Pcub-SC1982_021_000261.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000017.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000260.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000018.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000019.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000020.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000259.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000021.1	blastp	Homology to Phytophthora nicotianae predicted protein ETP50945.1
Pcub-SC1982_021_000258.1	blastp	Homology to Phytophthora palmivora predicted protein POM67127.1
Pcub-SC1982_021_000257.1	eggnog	Protein-only RNase P
Pcub-SC1982_021_000022.1	eggnog	regulation of ARF protein signal transduction
Pcub-SC1982_021_000023.1	eggnog	BT1 family
Pcub-SC1982_021_000256.1	interproscan	PTHR31585 domain-containing protein
Pcub-SC1982_021_000024.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000025.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7491388.1
Pcub-SC1982_021_000026.1	eggnog	Mitochondrial carrier protein
Pcub-SC1982_021_000255.1	eggnog	Replication protein A C terminal
Pcub-SC1982_021_000254.1	eggnog	Tubulin-tyrosine ligase family
Pcub-SC1982_021_000253.1	interproscan	PTHR31836 domain-containing protein
Pcub-SC1982_021_000252.1	blastp	Homology to Phytophthora ramorum predicted protein KAH7491388.1
Pcub-SC1982_021_000027.1	eggnog	Lytic transglycolase
Pcub-SC1982_021_000028.1	interproscan	PTHR31836 domain-containing protein
Pcub-SC1982_021_000029.1	blastp	Homology to Phytophthora capsici predicted protein KAG1687213.1
Pcub-SC1982_021_000251.1	eggnog	Domain of unknown function (DUF4209)
Pcub-SC1982_021_000250.1	interproscan	PTHR16306 domain-containing protein
Pcub-SC1982_021_000249.1	eggnog	WD domain, G-beta repeat
Pcub-SC1982_021_000030.1	interproscan	PTHR16306 domain-containing protein
Pcub-SC1982_021_000031.1	eggnog	Domain of unknown function (DUF4209)
Pcub-SC1982_021_000248.1	blastp	Homology to Phytophthora capsici predicted protein KAG1687213.1
Pcub-SC1982_021_000247.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000246.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000032.1	eggnog	Ammonium Transporter Family
Pcub-SC1982_021_000245.1	eggnog	GDSL-like Lipase/Acylhydrolase
Pcub-SC1982_021_000244.1	eggnog	Ammonium Transporter Family
Pcub-SC1982_021_000243.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000033.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000242.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_021_000034.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000241.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_021_000035.1	blastp	Homology to Pythium insidiosum predicted protein GLE09673.1
Pcub-SC1982_021_000240.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_021_000036.1	eggnog	Adenosine/AMP deaminase
Pcub-SC1982_021_000239.1	interproscan	PTHR21694 domain-containing protein
Pcub-SC1982_021_000037.1	interproscan	PTHR21694 domain-containing protein
Pcub-SC1982_021_000238.1	eggnog	Adenosine/AMP deaminase
Pcub-SC1982_021_000038.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_021_000237.1	eggnog	Crinkler (CRN) family protein
Pcub-SC1982_021_000236.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000235.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000039.1	eggnog	Cytochrome P450
Pcub-SC1982_021_000040.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000041.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000042.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000043.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000234.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000233.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000232.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000231.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000230.1	eggnog	Major Facilitator Superfamily
Pcub-SC1982_021_000044.1	eggnog	GDSL-like Lipase/Acylhydrolase
Pcub-SC1982_021_000229.1	eggnog	GDSL-like Lipase/Acylhydrolase
Pcub-SC1982_021_000045.1	eggnog	Major Facilitator Superfamily
Pcub-SC1982_021_000046.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000047.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000048.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000228.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000049.1	eggnog	F-box LRR-repeat protein
Pcub-SC1982_021_000227.1	eggnog	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster
Pcub-SC1982_021_000050.1	interproscan	PTHR38566 domain-containing protein
Pcub-SC1982_021_000226.1	eggnog	Lissencephaly type-1-like homology motif
Pcub-SC1982_021_000051.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000225.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000224.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000223.1	eggnog	Kinase associated domain 1
Pcub-SC1982_021_000052.1	blastp	Homology to Phytophthora cactorum predicted protein KAF1772653.1
Pcub-SC1982_021_000222.1	eggnog	EF-hand, calcium binding motif
Pcub-SC1982_021_000221.1	interproscan	G3DSA:3.40.50.720 domain-containing protein
Pcub-SC1982_021_000053.1	interproscan	PTHR35213 domain-containing protein
Pcub-SC1982_021_000220.1	eggnog	AAA domain (Cdc48 subfamily)
Pcub-SC1982_021_000219.1	eggnog	AAA domain (Cdc48 subfamily)
Pcub-SC1982_021_000218.1	eggnog	AAA domain (Cdc48 subfamily)
Pcub-SC1982_021_000054.1	eggnog	AAA domain (Cdc48 subfamily)
Pcub-SC1982_021_000217.1	eggnog	Ribosomal protein L41
Pcub-SC1982_021_000055.1	blastp	Homology to Phytophthora rubi predicted protein KAE8978061.1
Pcub-SC1982_021_000056.1	eggnog	Eukaryotic membrane protein family
Pcub-SC1982_021_000216.1	eggnog	1-phosphatidylinositol binding
Pcub-SC1982_021_000215.1	blastp	Homology to Phytophthora sojae predicted protein XP_009528427.1
Pcub-SC1982_021_000057.1	eggnog	Nop14-like family
Pcub-SC1982_021_000214.1	eggnog	Ribosomal protein S16
Pcub-SC1982_021_000058.1	eggnog	domain-containing protein
Pcub-SC1982_021_000059.1	eggnog	transcription-coupled nucleotide-excision repair
Pcub-SC1982_021_000213.1	eggnog	1,3-beta-glucan synthase subunit FKS1
Pcub-SC1982_021_000060.1	eggnog	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases
Pcub-SC1982_021_000212.1	eggnog	Domain of unknown function (DUF3395)
Pcub-SC1982_021_000211.1	interproscan	PTHR43102 domain-containing protein
Pcub-SC1982_021_000210.1	eggnog	Pumilio-family RNA binding repeat
Pcub-SC1982_021_000209.1	eggnog	Pumilio-family RNA binding repeat
Pcub-SC1982_021_000061.1	interproscan	Chaperone of endosialidase (PF13884)
Pcub-SC1982_021_000208.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000207.1	blastp	Homology to Phytophthora nicotianae predicted protein ETK93884.1
Pcub-SC1982_021_000206.1	eggnog	domain-containing protein
Pcub-SC1982_021_000205.1	eggnog	Pumilio-family RNA binding repeat
Pcub-SC1982_021_000204.1	eggnog	transcription-coupled nucleotide-excision repair
Pcub-SC1982_021_000062.1	eggnog	ribosome biogenesis protein (TSR3)
Pcub-SC1982_021_000063.1	eggnog	domain-containing protein
Pcub-SC1982_021_000203.1	eggnog	Protein phosphatase 2C
Pcub-SC1982_021_000202.1	eggnog	Vitamin-D-receptor interacting Mediator subunit 4
Pcub-SC1982_021_000064.1	eggnog	Phosphatidylinositolglycan class N (PIG-N)
Pcub-SC1982_021_000065.1	eggnog	ribosomal protein import into nucleus
Pcub-SC1982_021_000201.1	eggnog	domain-containing protein
Pcub-SC1982_021_000066.1	eggnog	Zinc finger, C3HC4 type (RING finger)
Pcub-SC1982_021_000200.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000067.1	eggnog	Zinc finger, C3HC4 type (RING finger)
Pcub-SC1982_021_000068.1	blastp	Homology to Phytophthora pseudosyringae predicted protein KAG7389258.1
Pcub-SC1982_021_000199.1	eggnog	Zinc-binding dehydrogenase
Pcub-SC1982_021_000198.1	eggnog	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily
Pcub-SC1982_021_000197.1	eggnog	Zinc finger, C3HC4 type (RING finger)
Pcub-SC1982_021_000069.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000196.1	unannotated	Hypothetical protein of unknown function
Pcub-SC1982_021_000195.1	blastp	Homology to Phytophthora nicotianae predicted protein ETM39463.1
Pcub-SC1982_021_000070.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000194.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000071.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000193.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000072.1	interproscan	PTHR13510 domain-containing protein
Pcub-SC1982_021_000192.1	eggnog	domain-containing protein
Pcub-SC1982_021_000073.1	eggnog	minichromosome maintenance proteins
Pcub-SC1982_021_000074.1	eggnog	Rho guanyl-nucleotide exchange factor activity
Pcub-SC1982_021_000191.1	blastp	Homology to Phytophthora lilii predicted protein GMF17051.1
Pcub-SC1982_021_000190.1	eggnog	Beta-eliminating lyase
Pcub-SC1982_021_000189.1	eggnog	Alpha/beta hydrolase of unknown function (DUF915)
Pcub-SC1982_021_000188.1	eggnog	Domain present in phytochromes and cGMP-specific phosphodiesterases
